Discipline,Gender,Event,Phase,Type,ENG Results Long Name (80),ENG Results Short Name (40),AZE Results Long Name (80),AZE Results Short Name (40)
SW,M,052,0,8,Men's 200m Individual Medley,Men's 200m Individual Medley,,
SW,M,052,1,3,Men's 200m Individual Medley Final,Men's 200m Individual Medley Final,,
SW,M,052,2,3,Men's 200m Individual Medley Semifinals,Men's 200m Individual Medley Semifinals,,
SW,M,052,9,3,Men's 200m Individual Medley - Heats,Men's 200m Individual Medley - Heats,,
SW,M,052,M,6,Men's 200m Individual Medley Medal Ceremony,Men's 200m Ind. Medley Medal Ceremony,,
SW,M,054,0,8,Men's 400m Individual Medley,Men's 400m Individual Medley,,
SW,M,054,1,3,Men's 400m Individual Medley Final,Men's 400m Individual Medley Final,,
SW,M,054,9,3,Men's 400m Individual Medley - Heats,Men's 400m Individual Medley - Heats,,
SW,M,054,M,6,Men's 400m Individual Medley Medal Ceremony,Men's 400m Ind. Medley Medal Ceremony,,
SW,M,411,0,8,Men's 4 x 100m Freestyle Relay,Men's 4 x 100m Freestyle Relay,,
SW,M,411,1,3,Men's 4 x 100m Freestyle Relay Final,Men's 4 x 100m Freestyle Relay Final,,
SW,M,411,9,3,Men's 4 x 100m Freestyle Relay - Heats,Men's 4 x 100m Freestyle Relay - Heats,,
SW,M,411,M,6,Men's 4 x 100m Freestyle Relay Medal Ceremony,Men's 4 x 100m Free Relay Mdl Ceremony,,
SW,M,412,0,8,Men's 4 x 200m Freestyle Relay,Men's 4 x 200m Freestyle Relay,,
SW,M,412,1,3,Men's 4 x 200m Freestyle Relay Final,Men's 4 x 200m Freestyle Relay Final,,
SW,M,412,9,3,Men's 4 x 200m Freestyle Relay - Heats,Men's 4 x 200m Freestyle Relay - Heats,,
SW,M,412,M,6,Men's 4 x 200m Freestyle Relay Medal Ceremony,Men's 4 x 200m Free Relay Mdl Ceremony,,
SW,M,451,0,8,Men's 4 x 100m Medley Relay,Men's 4 x 100m Medley Relay,,
SW,M,451,1,3,Men's 4 x 100m Medley Relay Final,Men's 4 x 100m Medley Relay Final,,
SW,M,451,9,3,Men's 4 x 100m Medley Relay - Heats,Men's 4 x 100m Medley Relay - Heats,,
SW,M,451,M,6,Men's 4 x 100m Medley Relay Medal Ceremony,Men's 4x100m Medley Relay Mdl Ceremony,,
SW,W,000,0,8,Women,Women,,
SW,W,010,0,8,Women's 50m Freestyle,Women's 50m Freestyle,,
SW,W,010,1,3,Women's 50m Freestyle Final,Women's 50m Freestyle Final,,
SW,W,010,2,3,Women's 50m Freestyle Semifinals,Women's 50m Freestyle Semifinals,,
SW,W,010,9,3,Women's 50m Freestyle - Heats,Women's 50m Freestyle - Heats,,
SW,W,010,M,6,Women's 50m Freestyle Medal Ceremony,Women's 50m Freestyle Medal Ceremony,,
SW,W,011,0,8,Women's 100m Freestyle,Women's 100m Freestyle,,
SW,W,011,1,3,Women's 100m Freestyle Final,Women's 100m Freestyle Final,,
SW,W,011,2,3,Women's 100m Freestyle Semifinals,Women's 100m Freestyle Semifinals,,
SW,W,011,9,3,Women's 100m Freestyle - Heats,Women's 100m Freestyle - Heats,,
SW,W,011,M,6,Women's 100m Freestyle Medal Ceremony,Women's 100m Freestyle Medal Ceremony,,
SW,W,012,0,8,Women's 200m Freestyle,Women's 200m Freestyle,,
SW,W,012,1,3,Women's 200m Freestyle Final,Women's 200m Freestyle Final,,
SW,W,012,2,3,Women's 200m Freestyle Semifinals,Women's 200m Freestyle Semifinals,,
SW,W,012,9,3,Women's 200m Freestyle - Heats,Women's 200m Freestyle - Heats,,
SW,W,012,M,6,Women's 200m Freestyle Medal Ceremony,Women's 200m Freestyle Medal Ceremony,,
SW,W,014,0,8,Women's 400m Freestyle,Women's 400m Freestyle,,
SW,W,014,1,3,Women's 400m Freestyle Final,Women's 400m Freestyle Final,,
SW,W,014,9,3,Women's 400m Freestyle - Heats,Women's 400m Freestyle - Heats,,
SW,W,014,M,6,Women's 400m Freestyle Medal Ceremony,Women's 400m Freestyle Medal Ceremony,,
SW,W,015,0,8,Women's 1500m Freestyle,Women's 1500m Freestyle,,
SW,W,015,1,3,Women's 1500m Freestyle Finals,Women's 1500m Freestyle Finals,,
SW,W,015,M,6,Women's 1500m Freestyle Medal Ceremony,Women's 1500m Freestyle Medal Ceremony,,
SW,W,018,0,8,Women's 800m Freestyle,Women's 800m Freestyle,,
SW,W,018,1,3,Women's 800m Freestyle Finals,Women's 800m Freestyle Finals,,
SW,W,018,2,3,Women's 800m Freestyle Semifinals,Women's 800m Freestyle Semifinals,,
SW,W,018,M,6,Women's 800m Freestyle Medal Ceremony,Women's 800m Freestyle Medal Ceremony,,
SW,W,020,0,8,Women's 50m Butterfly,Women's 50m Butterfly,,
SW,W,020,1,3,Women's 50m Butterfly Final,Women's 50m Butterfly Final,,
SW,W,020,2,3,Women's 50m Butterfly Semifinals,Women's 50m Butterfly Semifinals,,
SW,W,020,9,3,Women's 50m Butterfly - Heats,Women's 50m Butterfly - Heats,,
SW,W,020,M,6,Men's 50m Butterfly Medal Ceremony,Men's 50m Butterfly Medal Ceremony,,
SW,W,021,0,8,Women's 100m Butterfly,Women's 100m Butterfly,,
SW,W,021,1,3,Women's 100m Butterfly Final,Women's 100m Butterfly Final,,
SW,W,021,2,3,Women's 100m Butterfly Semifinals,Women's 100m Butterfly Semifinals,,
SW,W,021,9,3,Women's 100m Butterfly - Heats,Women's 100m Butterfly - Heats,,
SW,W,021,M,6,Women's 100m Butterfly Medal Ceremony,Women's 100m Butterfly Medal Ceremony,,
SW,W,022,0,8,Women's 200m Butterfly,Women's 200m Butterfly,,
SW,W,022,1,3,Women's 200m Butterfly Final,Women's 200m Butterfly Final,,
SW,W,022,2,3,Women's 200m Butterfly Semifinals,Women's 200m Butterfly Semifinals,,
SW,W,022,9,3,Women's 200m Butterfly - Heats,Women's 200m Butterfly - Heats,,
SW,W,022,M,6,Women's 200m Butterfly Medal Ceremony,Women's 200m Butterfly Medal Ceremony,,
SW,W,030,0,8,Women's 50m Breaststroke,Women's 50m Breaststroke,,
SW,W,030,1,3,Women's 50m Breaststroke Final,Women's 50m Breaststroke Final,,
SW,W,030,2,3,Women's 50m Breaststroke Semifinals,Women's 50m Breaststroke Semifinals,,
SW,W,030,9,3,Women's 50m Breaststroke - Heats,Women's 50m Breaststroke - Heats,,
SW,W,030,M,6,Women's 50m Breaststroke Medal Ceremony,Women's 50m Breaststroke Medal Cerem.,,
SW,W,031,0,8,Women's 100m Breaststroke,Women's 100m Breaststroke,,
SW,W,031,1,3,Women's 100m Breaststroke Final,Women's 100m Breaststroke Final,,
SW,W,031,2,3,Women's 100m Breaststroke Semifinals,Women's 100m Breaststroke Semifinals,,
SW,W,031,9,3,Women's 100m Breaststroke - Heats,Women's 100m Breaststroke - Heats,,
SW,W,031,M,6,Women's 100m Breaststroke Medal Ceremony,Women's 100m Breaststroke Mdl Ceremony,,
SW,W,032,0,8,Women's 200m Breaststroke,Women's 200m Breaststroke,,
SW,W,032,1,3,Women's 200m Breaststroke Final,Women's 200m Breaststroke Final,,
SW,W,032,2,3,Women's 200m Breaststroke Semifinals,Women's 200m Breaststroke Semifinals,,
SW,W,032,9,3,Women's 200m Breaststroke - Heats,Women's 200m Breaststroke - Heats,,
SW,W,032,M,6,Women's 200m Breaststroke Medal Ceremony,Women's 200m Breaststroke Mdl Ceremony,,
SW,W,040,0,8,Women's 50m Backstroke,Women's 50m Backstroke,,
SW,W,040,1,3,Women's 50m Backstroke Final,Women's 50m Backstroke Final,,
SW,W,040,2,3,Women's 50m Backstroke Semifinals,Women's 50m Backstroke Semifinals,,
SW,W,040,9,3,Women's 50m Backstroke - Heats,Women's 50m Backstroke - Heats,,
SW,W,040,M,6,Women's 50m Backstroke Medal Ceremony,Women's 50m Backstroke Medal Ceremony,,
SW,W,041,0,8,Women's 100m Backstroke,Women's 100m Backstroke,,
SW,W,041,1,3,Women's 100m Backstroke Final,Women's 100m Backstroke Final,,
SW,W,041,2,3,Women's 100m Backstroke Semifinals,Women's 100m Backstroke Semifinals,,
SW,W,041,9,3,Women's 100m Backstroke - Heats,Women's 100m Backstroke - Heats,,
SW,W,041,M,6,Women's 100m Backstroke Medal Ceremony,Women's 100m Backstroke Medal Ceremony,,
SW,W,042,0,8,Women's 200m Backstroke,Women's 200m Backstroke,,
SW,W,042,1,3,Women's 200m Backstroke Final,Women's 200m Backstroke Final,,
SW,W,042,2,3,Women's 200m Backstroke Semifinals,Women's 200m Backstroke Semifinals,,
SW,W,042,9,3,Women's 200m Backstroke - Heats,Women's 200m Backstroke - Heats,,
SW,W,042,M,6,Women's 200m Backstroke Medal Ceremony,Women's 200m Backstroke Medal Ceremony,,
SW,W,052,0,8,Women's 200m Individual Medley,Women's 200m Individual Medley,,
SW,W,052,1,3,Women's 200m Individual Medley Final,Women's 200m Individual Medley Final,,
SW,W,052,2,3,Women's 200m Individual Medley Semifinals,Women's 200m Ind. Medley Semifinals,,
SW,W,052,9,3,Women's 200m Individual Medley - Heats,Women's 200m Individual Medley - Heats,,
SW,W,052,M,6,Women's 200m Individual Medley Medal Ceremony,Women's 200m Ind. Medley Medal Cere...,,
SW,W,054,0,8,Women's 400m Individual Medley,Women's 400m Individual Medley,,
SW,W,054,1,3,Women's 400m Individual Medley Final,Women's 400m Individual Medley Final,,
SW,W,054,9,3,Women's 400m Individual Medley - Heats,Women's 400m Individual Medley - Heats,,
SW,W,054,M,6,Women's 400m Individual Medley Medal Ceremony,Women's 400m Ind. Medley Medal Cere...,,
SW,W,411,0,8,Women's 4 x 100m Freestyle Relay,Women's 4 x 100m Freestyle Relay,,
SW,W,411,1,3,Women's 4 x 100m Freestyle Relay Final,Women's 4 x 100m Freestyle Relay Final,,
SW,W,411,9,3,Women's 4 x 100m Freestyle Relay - Heats,Women's 4 x 100m Freestyle Relay - Heats,,
SW,W,411,M,6,Women's 4 x 100m Freestyle Relay Medal Ceremony,Women's 4x100m Free Relay Mdl Ceremony,,
SW,W,412,0,8,Women's 4 x 200m Freestyle Relay,Women's 4 x 200m Freestyle Relay,,
SW,W,412,1,3,Women's 4 x 200m Freestyle Relay Final,Women's 4 x 200m Freestyle Relay Final,,
SW,W,412,9,3,Women's 4 x 200m Freestyle Relay - Heats,Women's 4 x 200m Freestyle Relay - Heats,,
SW,W,412,M,6,Women's 4 x 200m Freestyle Relay Medal Ceremony,Women's 4x200m Free Relay Mdl Ceremony,,
SW,W,451,0,8,Women's 4 x 100m Medley Relay,Women's 4 x 100m Medley Relay,,
SW,W,451,1,3,Women's 4 x 100m Medley Relay Final,Women's 4 x 100m Medley Relay Final,,
SW,W,451,9,3,Women's 4 x 100m Medley Relay - Heats,Women's 4 x 100m Medley Relay - Heats,,
SW,W,451,M,6,Women's 4 x 100m Medley Relay Medal Ceremony,Women's 4x100m Med. Relay Mdl Ceremony,,
SW,X,000,0,8,Mixed,Mixed,,
SW,X,411,0,8,Mixed 4 x 100m Freestyle Relay,Mixed 4 x 100m Freestyle Relay,,
SW,X,411,1,3,Mixed 4 x 100m Freestyle Relay Final,Mixed 4 x 100m Freestyle Relay Final,,
SW,X,411,9,3,Mixed 4 x 100m Freestyle Relay - Heats,Mixed 4 x 100m Freestyle Relay - Heats,,
SW,X,411,M,6,Mixed 4 x 100m Freestyle Relay Medal Ceremony,Mixed 4x100m Freestyle Relay Medal Cer,,
SW,X,451,0,8,Mixed 4 x 100m Medley Relay,Mixed 4 x 100m Medley Relay,,
SW,X,451,1,3,Mixed 4 x 100m Medley Relay Final,Mixed 4 x 100m Medley Relay Final,,
SW,X,451,9,3,Mixed 4 x 100m Medley Relay - Heats,Mixed 4 x 100m Medley Relay - Heats,,
SW,X,451,M,6,Mixed 4 x 100m Medley Relay Medal Ceremony,Mixed 4x100m Medley Relay Medal Cer.,,
SY,0,BAC,0,8,Baku Aquatics Centre,Baku Aquatics Centre,,
SY,0,000,0,8,Synchronised Swimming,Synchronised Swimming,,
SY,W,101,0,8,Solo,Solo,,
SY,W,101,1,3,Solo Final,Solo Final,,
SY,W,101,9,3,Solo Preliminary,Solo Preliminary,,
SY,W,101,M,6,Solo Medal Ceremony,Solo Medal Ceremony,,
SY,W,199,1,3,Figures,Figures,,
SY,W,201,0,8,Duets,Duets,,
SY,W,201,1,3,Duets Final,Duets Final,,
SY,W,201,9,3,Duets Preliminary,Duets Preliminary,,
SY,W,201,M,6,Duets Medal Ceremony,Duets Medal Ceremony,,
SY,W,401,0,8,Teams,Teams,,
SY,W,401,1,3,Teams Final,Teams Final,,
SY,W,401,9,3,Teams Preliminary,Teams Preliminary,,
SY,W,401,M,6,Teams Medal Ceremony,Teams Medal Ceremony,,
SY,W,801,0,8,Free Combination,Free Combination,,
SY,W,801,1,3,Free Combination Final,Free Combination Final,,
SY,W,801,9,3,Free Combination Preliminary,Free Combination Preliminary,,
SY,W,801,M,6,Free Combination Medal Ceremony,Free Combination Medal Ceremony,,
TK,0,000,0,8,Taekwondo,Taekwondo,,
TK,0,CH3,0,8,Crystal Hall 3,Crystal Hall 3,,
TK,0,000,Y,8,Taekwondo Daily Schedule,Taekwondo Daily Schedule,,
TK,0,000,Z,8,Taekwondo - Session,Taekwondo - Session,,
TK,M,000,0,8,Men,Men,,
TK,M,058,0,8,Men -58kg,Men -58kg,,
TK,M,058,1,3,Men -58kg Gold Medal Final,Men -58kg Gold Medal Final,,
TK,M,058,2,3,Men -58kg Semifinals/Bronze Medal Finals,Men -58kg Semifinals/Bronze Mdl Finals,,
TK,M,058,3,3,Men -58kg Quarterfinals/Repechage,Men -58kg Quarterfinals/Repechage,,
TK,M,058,4,3,Men -58kg Preliminary Round,Men -58kg Preliminary Round,,
TK,M,058,5,3,Men -58kg Qualification Contest,Men -58kg Qualification Contest,,
TK,M,058,M,6,Men -58kg Medal Ceremony,Men -58kg Medal Ceremony,,
TK,M,068,0,8,Men -68kg,Men -68kg,,
TK,M,068,1,3,Men -68kg Gold Medal Final,Men -68kg Gold Medal Final,,
TK,M,068,2,3,Men -68kg Semifinals/Bronze Medal Finals,Men -68kg Semifinals/Bronze Mdl Finals,,
TK,M,068,3,3,Men -68kg Quarterfinals/Repechage,Men -68kg Quarterfinals/Repechage,,
TK,M,068,4,3,Men -68kg Preliminary Round,Men -68kg Preliminary Round,,
TK,M,068,5,3,Men -68kg Qualification Contest,Men -68kg Qualification Contest,,
TK,M,068,M,6,Men -68kg Medal Ceremony,Men -68kg Medal Ceremony,,
TK,M,080,0,8,Men -80kg,Men -80kg,,
TK,M,080,1,3,Men -80kg Gold Medal Final,Men -80kg Gold Medal Final,,
TK,M,080,2,3,Men -80kg Semifinals/Bronze Medal Finals,Men -80kg Semifinals/Bronze Mdl Finals,,
TK,M,080,3,3,Men -80kg Quarterfinals/Repechage,Men -80kg Quarterfinals/Repechage,,
TK,M,080,4,3,Men -80kg Preliminary Round,Men -80kg Preliminary Round,,
TK,M,080,5,3,Men -80kg Qualification Contest,Men -80kg Qualification Contest,,
TK,M,080,M,6,Men -80kg Medal Ceremony,Men -80kg Medal Ceremony,,
TK,M,180,0,8,Men +80kg,Men +80kg,,
TK,M,180,1,3,Men +80kg Gold Medal Final,Men +80kg Gold Medal Final,,
TK,M,180,2,3,Men +80kg Semifinals/Bronze Medal Finals,Men +80kg Semifinals/Bronze Mdl Finals,,
TK,M,180,3,3,Men +80kg Quarterfinals/Repechage,Men +80kg Quarterfinals/Repechage,,
TK,M,180,4,3,Men +80kg Preliminary Round,Men +80kg Preliminary Round,,
TK,M,180,5,3,Men +80kg Qualification Contest,Men +80kg Qualification Contest,,
TK,M,180,M,6,Men +80kg Medal Ceremony,Men +80kg Medal Ceremony,,
TK,W,000,0,8,Women,Women,,
TK,W,049,0,8,Women -49kg,Women -49kg,,
TK,W,049,1,3,Women -49kg Gold Medal Final,Women -49kg Gold Medal Final,,
TK,W,049,2,3,Women -49kg Semifinals/Bronze Medal Finals,Women -49kg Semifinals/Bronze Mdl Finals,,
TK,W,049,3,3,Women -49kg Quarterfinals/Repechage,Women -49kg Quarterfinals/Repechage,,
TK,W,049,4,3,Women -49kg Preliminary Round,Women -49kg Preliminary Round,,
TK,W,049,5,3,Women -49kg Qualification Contest,Women -49kg Qualification Contest,,
TK,W,049,M,6,Women -49kg Medal Ceremony,Women -49kg Medal Ceremony,,
TK,W,057,0,8,Women -57kg,Women -57kg,,
TK,W,057,1,3,Women -57kg Gold Medal Final,Women -57kg Gold Medal Final,,
TK,W,057,2,3,Women -57kg Semifinals/Bronze Medal Finals,Women -57kg Semifinals/Bronze Mdl Finals,,
TK,W,057,3,3,Women -57kg Quarterfinals/Repechage,Women -57kg Quarterfinals/Repechage,,
TK,W,057,4,3,Women -57kg Preliminary Round,Women -57kg Preliminary Round,,
TK,W,057,5,3,Women -57kg Qualification Contest,Women -57kg Qualification Contest,,
TK,W,057,M,6,Women -57kg Medal Ceremony,Women -57kg Medal Ceremony,,
TK,W,067,0,8,Women -67kg,Women -67kg,,
TK,W,067,1,3,Women -67kg Gold Medal Final,Women -67kg Gold Medal Final,,
TK,W,067,2,3,Women -67kg Semifinals/Bronze Medal Finals,Women -67kg Semifinals/Bronze Mdl Finals,,
TK,W,067,3,3,Women -67kg Quarterfinals/Repechage,Women -67kg Quarterfinals/Repechage,,
TK,W,067,4,3,Women -67kg Preliminary Round,Women -67kg Preliminary Round,,
TK,W,067,5,3,Women -67kg Qualification Contest,Women -67kg Qualification Contest,,
TK,W,067,M,6,Women -67kg Medal Ceremony,Women -67kg Medal Ceremony,,
TK,W,167,0,8,Women +67kg,Women +67kg,,
TK,W,167,1,3,Women +67kg Gold Medal Final,Women +67kg Gold Medal Final,,
TK,W,167,2,3,Women +67kg Semifinals/Bronze Medal Finals,Women +67kg Semifinals/Bronze Mdl Finals,,
TK,W,167,3,3,Women +67kg Quarterfinals/Repechage,Women +67kg Quarterfinals/Repechage,,
TK,W,167,4,3,Women +67kg Preliminary Round,Women +67kg Preliminary Round,,
TK,W,167,5,3,Women +67kg Qualification Contest,Women +67kg Qualification Contest,,
TK,W,167,M,6,Women +67kg Medal Ceremony,Women +67kg Medal Ceremony,,
TR,0,000,0,8,Triathlon,Triathlon,,
TR,0,BIL,0,8,Bilgah Beach,Bilgah Beach,,
TR,0,000,Y,8,Triathlon Daily Schedule,Triathlon Daily Schedule,,
TR,M,000,0,8,Men,Men,,
TR,M,001,0,8,Men,Men,,
TR,M,001,1,3,Men's Finals,Men's Finals,,
TR,M,001,M,6,Men's Medal Ceremony,Men's Medal Ceremony,,
TR,W,000,0,8,Women,Women,,
TR,W,001,0,8,Women,Women,,
TR,W,001,1,3,Women's Finals,Women's Finals,,
TR,W,001,M,6,Women's Medal Ceremony,Women's Medal Ceremony,,
TT,0,000,0,8,Table Tennis,Table Tennis,,
TT,0,BSH,0,8,Baku Sports Hall,Baku Sports Hall,,
TT,0,000,Y,8,Table Tennis Daily Schedule,Table Tennis Daily Schedule,,
TT,0,001,0,8,Table Tennis Singles,Table Tennis Singles,,
TT,0,001,Y,8,Table Tennis Singles Daily Schedule,Table Tennis Singles Daily Schedule,,
TT,0,400,0,8,Table Tennis Teams,Table Tennis Teams,,
TT,0,400,Y,8,Table Tennis Teams Daily Schedule,Table Tennis Teams Daily Schedule,,
TT,M,000,0,8,Men,Men,,
TT,M,001,0,8,Men's Singles,Men's Singles,,
TT,M,001,1,3,Men's Singles Finals,Men's Singles Finals,,
TT,M,001,2,3,Men's Singles Semifinals,Men's Singles Semifinals,,
TT,M,001,3,3,Men's Singles Quarterfinals,Men's Singles Quarterfinals,,
TT,M,001,4,3,Men's Singles Third Round,Men's Singles Third Round,,
TT,M,001,5,3,Men's Singles Second Round,Men's Singles Second Round,,
TT,M,001,6,3,Men's Singles First Round,Men's Singles First Round,,
TT,M,001,9,3,Men's Singles Preliminary Round,Men's Singles Preliminary Round,,
TT,M,001,M,6,Men's Singles Medal Ceremony,Men's Singles Medal Ceremony,,
TT,M,400,0,8,Men's Team,Men's Team,,
TT,M,400,1,3,Men's Team Finals,Men's Team Finals,,
TT,M,400,2,3,Men's Team Semifinals,Men's Team Semifinals,,
TT,M,400,3,3,Men's Team Quarterfinals,Men's Team Quarter Finals,,
TT,M,400,4,3,Men's Team First Round,Men's Team First Round,,
TT,M,400,9,3,Men's Team Preliminary Round,Men's Team Preliminary Round,,
TT,M,400,M,6,Men's Team Medal Ceremony,Men's Team Medal Ceremony,,
TT,W,000,0,8,Women,Women,,
TT,W,001,0,8,Women's Singles,Women's Singles,,
TT,W,001,1,3,Women's Singles Finals,Women's Singles Finals,,
TT,W,001,2,3,Women's Singles Semifinals,Women's Singles Semifinals,,
TT,W,001,3,3,Women's Singles Quarterfinals,Women's Singles Quarterfinals,,
TT,W,001,4,3,Women's Singles Third Round,Women's Singles Third Round,,
TT,W,001,5,3,Women's Singles Second Round,Women's Singles Second Round,,
TT,W,001,6,3,Women's Singles First Round,Women's Singles First Round,,
TT,W,001,9,3,Women's Singles Preliminary Round,Women's Singles Preliminary Round,,
TT,W,001,M,6,Women's Singles Medal Ceremony,Women's Singles Medal Ceremony,,
TT,W,400,0,8,Women's Team,Women's Team,,
TT,W,400,1,3,Women's Team Finals,Women's Team Finals,,
TT,W,400,2,3,Women's Team Semifinals,Women's Team Semi Finals,,
TT,W,400,3,3,Women's Team Quarterfinals,Women's Team Quarter Finals,,
TT,W,400,4,3,Women's Team First Round,Women's Team First Round,,
TT,W,400,9,3,Women's Team Preliminary Round,Women's Team Preliminary Round,,
TT,W,400,M,6,Women's Team Medal Ceremony,Women's Team Medal Ceremony,,
UT,0,000,0,8,Training,Training,,
VO,0,000,0,8,Volleyball,Volleyball,,
VO,0,000,Y,8,Volleyball Daily Schedule,Volleyball Daily Schedule,,
VO,0,CH1,0,8,Crystal Hall 1,Crystal Hall 1,,
VO,M,000,0,8,Men,Men,,
VO,M,400,0,8,Men,Men,,
VO,M,400,1,3,Men's Final Round,Men's Final Round,,
VO,M,400,2,3,Men's Semifinals,Men's Semifinals,,
VO,M,400,3,3,Men's Quarterfinals,Men's Quarterfinals,,
VO,M,400,9,3,Men's Preliminary Round,Men's Preliminary Round,,
VO,M,400,A,3,Men's Preliminary - Pool A,Men's Preliminary - Pool A,,
VO,M,400,B,3,Men's Preliminary - Pool B,Men's Preliminary - Pool B,,
VO,M,400,M,6,Men's Medal Ceremony,Men's Medal Ceremony,,
VO,W,000,0,8,Women,Women,,
VO,W,400,0,8,Women,Women,,
VO,W,400,1,3,Women's Final Round,Women's Final Round,,
VO,W,400,2,3,Women's Semifinals,Women's Semifinals,,
VO,W,400,3,3,Women's Quarterfinals,Women's Quarterfinals,,
VO,W,400,9,3,Women's Preliminary Round,Women's Preliminary Round,,
VO,W,400,A,3,Women's Preliminary - Pool A,Women's Preliminary - Pool A,,
VO,W,400,B,3,Women's Preliminary - Pool B,Women's Preliminary - Pool B,,
VO,W,400,M,6,Women's Medal Ceremony,Women's Medal Ceremony,,
WP,0,000,0,8,Water Polo,Water Polo,,
WP,0,WAP,0,8,Water Polo Arena,Water Polo Arena,,
WP,M,000,0,8,Men,Men,,
WP,M,000,Y,8,Waterpolo Men's Daily Schedule,Waterpolo Men's Daily Schedule,,
WP,M,400,0,8,Men,Men,,
WP,M,400,1,3,Men's Final Round,Men's Final Round,,
WP,M,400,2,3,Men's Semifinal Round,Men's Semifinal Round,,
WP,M,400,3,3,Men's Quarterfinal Round,Men's Quarterfinal Round,,
WP,M,400,4,3,Men's Qualifying Round,Men's Qualifying Round,,
WP,M,400,9,3,Men's Group Round,Men's Group Round,,
WP,M,400,A,3,Men's Group Round - Group A,Men's Group Round - Group A,,
WP,M,400,B,3,Men's Group Round - Group B,Men's Group Round - Group B,,
WP,M,400,C,3,Men's Group Round - Group C,Men's Group Round - Group C,,
WP,M,400,D,3,Men's Group Round - Group D,Men's Group Round - Group D,,
WP,M,400,M,6,Men's Medal Ceremony,Men's Medal Ceremony,,
WP,W,000,0,8,Women,Women,,
WP,W,000,Y,8,Waterpolo Women's Daily Schedule,Waterpolo Women's Daily Schedule,,
WP,W,400,0,8,Women,Women,,
WP,W,400,1,3,Women's Final Round,Women's Final Round,,
WP,W,400,2,3,Women's Semifinal Round,Women's Semifinal Round,,
WP,W,400,3,3,Women's Quarterfinal Round,Women's Quarterfinal Round,,
WP,W,400,9,3,Women's Group Round,Women's Group Round,,
WP,W,400,A,3,Women's Group Round - Group A,Women's Group Round - Group A,,
WP,W,400,B,3,Women's Group Round - Group B,Women's Group Round - Group B,,
WP,W,400,M,6,Women's Medal Ceremony,Women's Medal Ceremony,,
WR,0,000,0,8,Wrestling,Wrestling,,
WR,0,000,Y,8,Wrestling Daily Schedule,Wrestling Daily Schedule,,
WR,0,000,Z,8,Session Schedule,Session Schedule,,
WR,0,HAA,0,8,Heydar Aliyev Arena,Heydar Aliyev Arena,,
WR,M,000,0,8,Men,Men,,
WR,M,100,0,8,Men's Greco-Roman,Men's Greco-Roman,,
WR,M,100,Y,8,Greco-Roman Daily Schedule,Greco-Roman Daily Schedule,,
WR,M,100,Z,8,Session Schedule - Greco-Roman,Session Schedule - Greco-Roman,,
WR,M,159,0,8,Men's Greco-Roman 59 kg,Men's Greco-Roman 59 kg,,
WR,M,159,1,3,Men's Greco-Roman 59 kg Finals,Men's Greco-Roman 59 kg Finals,,
WR,M,159,2,3,Men's Greco-Roman 59 kg Semifinals/Bronze Medal Finals,Men's GR 59 kg Semifinals/Bronze Finals,,
WR,M,159,3,3,Men's Greco-Roman 59 kg 1/4 Finals/Repechage Round 2,Men's GR 59 kg 1/4 Finals/Rep Rnd 2,,
WR,M,159,4,3,Men's Greco-Roman 59 kg 1/8 Finals/Repechage Round 1,Men's GR 59 kg 1/8 Finals/Rep Rnd 1,,
WR,M,159,5,3,Men's Greco-Roman 59 kg Qualifications,Men's Greco-Roman 59 kg Qualifications,,
WR,M,159,M,6,Men's Greco-Roman 59 kg Medal Ceremony,Men's Greco-Roman 59 kg Medal Ceremony,,
WR,M,166,0,8,Men's Greco-Roman 66 kg,Men's Greco-Roman 66 kg,,
WR,M,166,1,3,Men's Greco-Roman 66 kg Finals,Men's Greco-Roman 66 kg Finals,,
WR,M,166,2,3,Men's Greco-Roman 66 kg Semifinals/Bronze Medal Finals,Men's GR 66 kg Semifinals/Bronze Finals,,
WR,M,166,3,3,Men's Greco-Roman 66 kg 1/4 Finals/Repechage Round 2,Men's GR 66 kg 1/4 Finals/Rep Rnd 2,,
WR,M,166,4,3,Men's Greco-Roman 66 kg 1/8 Finals/Repechage Round 1,Men's GR 66 kg 1/8 Finals/Rep Rnd 1,,
WR,M,166,5,3,Men's Greco-Roman 66 kg Qualifications,Men's Greco-Roman 66 kg Qualifications,,
WR,M,166,M,6,Men's Greco-Roman 66 kg Medal Ceremony,Men's Greco-Roman 66 kg Medal Ceremony,,
WR,M,171,0,8,Men's Greco-Roman 71 kg,Men's Greco-Roman 71 kg,,
WR,M,171,1,3,Men's Greco-Roman 71 kg Finals,Men's Greco-Roman 71 kg Finals,,
WR,M,171,2,3,Men's Greco-Roman 71 kg Semifinals/Bronze Finals,Men's GR 71 kg Semifinals/Bronze Finals,,
WR,M,171,3,3,Men's Greco-Roman 71 kg 1/4 Finals/Rep Rnd 2,Men's GR 71 kg 1/4 Finals/Rep Rnd 2,,
WR,M,171,4,3,Men's Greco-Roman 71 kg 1/8 Finals/Rep Rnd 1,Men's GR 71 kg 1/8 Finals/Rep Rnd 1,,
WR,M,171,5,3,Men's Greco-Roman 71 kg Qualifications,Men's Greco-Roman 71 kg Qualifications,,
WR,M,171,M,6,Men's Greco-Roman 71 kg Medal Ceremony,Men's Greco-Roman 71 kg Medal Ceremony,,
