Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,Competition Schedule Description,ENG unit Description,FRA unit Description,POR unit Description
BV,W,400,B,03,Women's Preliminary - Pool B - Match 15,"Fem., tour prélim. - poule B - match 15","fem, fase de grupos - grupo B - jogo 15",Women's Preliminary - Pool B - Match 15,"Femmes, tour préliminaire - poule B - match 15","Feminino, fase de grupos - grupo B - jogo 15",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool B - Match 3,Preliminary - Pool B,Tour Préliminaire - poule B,Fase de grupos - grupo B
BV,W,400,B,04,Women's Preliminary - Pool B - Match 16,"Fem., tour prélim. - poule B - match 16","fem, fase de grupos - grupo B - jogo 16",Women's Preliminary - Pool B - Match 16,"Femmes, tour préliminaire - poule B - match 16","Feminino, fase de grupos - grupo B - jogo 16",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool B - Match 4,Preliminary - Pool B,Tour Préliminaire - poule B,Fase de grupos - grupo B
BV,W,400,B,05,Women's Preliminary - Pool B - Match 27,"Fem., tour prélim. - poule B - match 27","fem, fase de grupos - grupo B - jogo 27",Women's Preliminary - Pool B - Match 27,"Femmes, tour préliminaire - poule B - match 27","Feminino, fase de grupos - grupo B - jogo 27",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool B - Match 5,Preliminary - Pool B,Tour Préliminaire - poule B,Fase de grupos - grupo B
BV,W,400,B,06,Women's Preliminary - Pool B - Match 28,"Fem., tour prélim. - poule B - match 28","fem, fase de grupos - grupo B - jogo 28",Women's Preliminary - Pool B - Match 28,"Femmes, tour préliminaire - poule B - match 28","Feminino, fase de grupos - grupo B - jogo 28",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool B - Match 6,Preliminary - Pool B,Tour Préliminaire - poule B,Fase de grupos - grupo B
BV,W,400,C,00,Women's Preliminary - Pool C - Matches,"Femmes, tour préliminaire - poule C","Feminino, fase de grupos - grupo C",Women's Preliminary - Pool C - Matches,"Femmes, tour préliminaire - poule C","Feminino, fase de grupos - grupo C",Phase,14,N,0,NONE,N,N,Women's Preliminary - Pool C - Matches,Preliminary - Pool C,Tour Préliminaire - poule C,Fase de grupos - grupo C
BV,W,400,C,01,Women's Preliminary - Pool C - Match 5,"Fem., tour prélim. - poule C - match 5","fem, fase de grupos - grupo C - jogo 5",Women's Preliminary - Pool C - Match 5,"Femmes, tour préliminaire - poule C - match 5","Feminino, fase de grupos - grupo C - jogo 5",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool C - Match 1,Preliminary - Pool C,Tour Préliminaire - poule C,Fase de grupos - grupo C
BV,W,400,C,02,Women's Preliminary - Pool C - Match 6,"Fem., tour prélim. - poule C - match 6","fem, fase de grupos - grupo C - jogo 6",Women's Preliminary - Pool C - Match 6,"Femmes, tour préliminaire - poule C - match 6","Feminino, fase de grupos - grupo C - jogo 6",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool C - Match 2,Preliminary - Pool C,Tour Préliminaire - poule C,Fase de grupos - grupo C
BV,W,400,C,03,Women's Preliminary - Pool C - Match 17,"Fem., tour prélim. - poule C - match 17","fem, fase de grupos - grupo C - jogo 17",Women's Preliminary - Pool C - Match 17,"Femmes, tour préliminaire - poule C - match 17","Feminino, fase de grupos - grupo C - jogo 17",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool C - Match 3,Preliminary - Pool C,Tour Préliminaire - poule C,Fase de grupos - grupo C
BV,W,400,C,04,Women's Preliminary - Pool C - Match 18,"Fem., tour prélim. - poule C - match 18","fem, fase de grupos - grupo C - jogo 18",Women's Preliminary - Pool C - Match 18,"Femmes, tour préliminaire - poule C - match 18","Feminino, fase de grupos - grupo C - jogo 18",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool C - Match 4,Preliminary - Pool C,Tour Préliminaire - poule C,Fase de grupos - grupo C
BV,W,400,C,05,Women's Preliminary - Pool C - Match 29,"Fem., tour prélim. - poule C - match 29","fem, fase de grupos - grupo C - jogo 29",Women's Preliminary - Pool C - Match 29,"Femmes, tour préliminaire - poule C - match 29","Feminino, fase de grupos - grupo C - jogo 29",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool C - Match 5,Preliminary - Pool C,Tour Préliminaire - poule C,Fase de grupos - grupo C
BV,W,400,C,06,Women's Preliminary - Pool C - Match 30,"Fem., tour prélim. - poule C - match 30","fem, fase de grupos - grupo C - jogo 30",Women's Preliminary - Pool C - Match 30,"Femmes, tour préliminaire - poule C - match 30","Feminino, fase de grupos - grupo C - jogo 30",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool C - Match 6,Preliminary - Pool C,Tour Préliminaire - poule C,Fase de grupos - grupo C
BV,W,400,D,00,Women's Preliminary - Pool D - Matches,"Femmes, tour préliminaire - poule D","Feminino, fase de grupos - grupo D",Women's Preliminary - Pool D - Matches,"Femmes, tour préliminaire - poule D","Feminino, fase de grupos - grupo D",Phase,14,N,0,NONE,N,N,Women's Preliminary - Pool D - Matches,Preliminary - Pool D,Tour Préliminaire - poule D,Fase de grupos - grupo D
BV,W,400,D,01,Women's Preliminary - Pool D - Match 7,"Fem., tour prélim. - poule D - match 7","fem, fase de grupos - grupo D - jogo 7",Women's Preliminary - Pool D - Match 7,"Femmes, tour préliminaire - poule D - match 7","Feminino, fase de grupos - grupo D - jogo 7",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool D - Match 1,Preliminary - Pool D,Tour Préliminaire - poule D,Fase de grupos - grupo D
BV,W,400,D,02,Women's Preliminary - Pool D - Match 8,"Fem., tour prélim. - poule D - match 8","fem, fase de grupos - grupo D - jogo 8",Women's Preliminary - Pool D - Match 8,"Femmes, tour préliminaire - poule D - match 8","Feminino, fase de grupos - grupo D - jogo 8",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool D - Match 2,Preliminary - Pool D,Tour Préliminaire - poule D,Fase de grupos - grupo D
BV,W,400,D,03,Women's Preliminary - Pool D - Match 19,"Fem., tour prélim. - poule D - match 19","fem, fase de grupos - grupo D - jogo 19",Women's Preliminary - Pool D - Match 19,"Femmes, tour préliminaire - poule D - match 19","Feminino, fase de grupos - grupo D - jogo 19",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool D - Match 3,Preliminary - Pool D,Tour Préliminaire - poule D,Fase de grupos - grupo D
BV,W,400,D,04,Women's Preliminary - Pool D - Match 20,"Fem., tour prélim. - poule D - match 20","fem, fase de grupos - grupo D - jogo 20",Women's Preliminary - Pool D - Match 20,"Femmes, tour préliminaire - poule D - match 20","Feminino, fase de grupos - grupo D - jogo 20",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool D - Match 4,Preliminary - Pool D,Tour Préliminaire - poule D,Fase de grupos - grupo D
BV,W,400,D,05,Women's Preliminary - Pool D - Match 31,"Fem., tour prélim. - poule D - match 31","fem, fase de grupos - grupo D - jogo 31",Women's Preliminary - Pool D - Match 31,"Femmes, tour préliminaire - poule D - match 31","Feminino, fase de grupos - grupo D - jogo 31",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool D - Match 5,Preliminary - Pool D,Tour Préliminaire - poule D,Fase de grupos - grupo D
BV,W,400,D,06,Women's Preliminary - Pool D - Match 32,"Fem., tour prélim. - poule D - match 32","fem, fase de grupos - grupo D - jogo 32",Women's Preliminary - Pool D - Match 32,"Femmes, tour préliminaire - poule D - match 32","Feminino, fase de grupos - grupo D - jogo 32",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool D - Match 6,Preliminary - Pool D,Tour Préliminaire - poule D,Fase de grupos - grupo D
BV,W,400,E,00,Women's Preliminary - Pool E - Matches,"Femmes, tour préliminaire - poule E","Feminino, fase de grupos - grupo E",Women's Preliminary - Pool E - Matches,"Femmes, tour préliminaire - poule E","Feminino, fase de grupos - grupo E",Phase,14,N,0,NONE,N,N,Women's Preliminary - Pool E - Matches,Preliminary - Pool E,Tour Préliminaire - poule E,Fase de grupos - grupo E
BV,W,400,E,01,Women's Preliminary - Pool E - Match 9,"Fem., tour prélim. - poule E - match 9","fem, fase de grupos - grupo E - jogo 9",Women's Preliminary - Pool E - Match 9,"Femmes, tour préliminaire - poule E - match 9","Feminino, fase de grupos - grupo E - jogo 9",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool E - Match 1,Preliminary - Pool E,Tour Préliminaire - poule E,Fase de grupos - grupo E
BV,W,400,E,02,Women's Preliminary - Pool E - Match 10,"Fem., tour prélim. - poule E - match 10","fem, fase de grupos - grupo E - jogo 10",Women's Preliminary - Pool E - Match 10,"Femmes, tour préliminaire - poule E - match 10","Feminino, fase de grupos - grupo E - jogo 10",EventUnit,15,Y,0,HTEAM,Y,Y,Women's Preliminary - Pool E - Match 2,Preliminary - Pool E,Tour Préliminaire - poule E,Fase de grupos - grupo E
