Discipline,Gender,Event,phase,type,ENG Description,POR Description,SPA Description,ENG longdescription,POR longdescription,SPA longdescription,ENG phase Description,POR phase Description,SPA phase Description
AT,W,J54,9,3,Women's Javelin Throw - F54 Qualifying,"Lançamento dardo fem - F54, classif","Lanz. de jabalina fem - F54, clasif.",Women's Javelin Throw - F54 Qualifying,"Lançamento do dardo feminino - F54, classificatórias","Lanzamiento de jabalina femenino - F54, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,J54,M,6,Women's Javelin Throw - F54 VC,"Lançamento dardo fem - F54, premiação","Lanz. de jabalina fem-F54, cer. medallas",Women's Javelin Throw - F54 Victory Ceremony,"Lançamento do dardo feminino - F54, cerimônia de premiação","Lanzamiento de jabalina femenino - F54, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,J54,N,7,Women's Javelin Throw - F54 Draw,"Lançamento dardo fem - F54, sorteio","Lanz. de jabalina fem - F54, sorteo",Women's Javelin Throw - F54 Draw,"Lançamento do dardo feminino - F54, sorteio","Lanzamiento de jabalina femenino - F54, sorteo",Draw,Sorteio,Sorteo
AT,W,J56,0,8,Women's Javelin Throw - F56,Lançamento do dardo feminino - F56,Lanzamiento de jabalina femenino - F56,Women's Javelin Throw - F56,Lançamento do dardo feminino - F56,Lanzamiento de jabalina femenino - F56,"","",
AT,W,J56,1,3,Women's Javelin Throw - F56 Final,"Lançamento dardo fem - F56, final","Lanz. de jabalina fem - F56, final",Women's Javelin Throw - F56 Final,"Lançamento do dardo feminino - F56, final","Lanzamiento de jabalina femenino - F56, final",Final,Final,Final
AT,W,J56,9,3,Women's Javelin Throw - F56 Qualifying,"Lançamento dardo fem - F56, classif","Lanz. de jabalina fem - F56, clasif.",Women's Javelin Throw - F56 Qualifying,"Lançamento do dardo feminino - F56, classificatórias","Lanzamiento de jabalina femenino - F56, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,J56,M,6,Women's Javelin Throw - F56 VC,"Lançamento dardo fem - F56, premiação","Lanz. de jabalina fem-F56, cer. medallas",Women's Javelin Throw - F56 Victory Ceremony,"Lançamento do dardo feminino - F56, cerimônia de premiação","Lanzamiento de jabalina femenino - F56, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,J56,N,7,Women's Javelin Throw - F56 Draw,"Lançamento dardo fem - F56, sorteio","Lanz. de jabalina fem - F56, sorteo",Women's Javelin Throw - F56 Draw,"Lançamento do dardo feminino - F56, sorteio","Lanzamiento de jabalina femenino - F56, sorteo",Draw,Sorteio,Sorteo
AT,W,L11,0,8,Women's Long Jump - T11,Salto em distância feminino - T11,Salto de longitud femenino - T11,Women's Long Jump - T11,Salto em distância feminino - T11,Salto de longitud femenino - T11,"","",
AT,W,L11,1,3,Women's Long Jump - T11 Final,"Salto distância fem - T11, final","Salto longitud fem - T11, final",Women's Long Jump - T11 Final,"Salto em distância feminino - T11, final","Salto de longitud femenino - T11, final",Final,Final,Final
AT,W,L11,9,3,Women's Long Jump - T11 Qualifying,"Salto distância fem - T11, classif","Salto longitud fem - T11, clasif.",Women's Long Jump - T11 Qualifying,"Salto em distância feminino - T11, classificatórias","Salto de longitud femenino - T11, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,L11,M,6,Women's Long Jump - T11 VC,"Salto distância fem - T11, premiação","Salto longitud fem - T11, cer. medallas",Women's Long Jump - T11 Victory Ceremony,"Salto em distância feminino - T11, cerimônia de premiação","Salto de longitud femenino - T11, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,L11,N,7,Women's Long Jump - T11 Draw,"Salto distância fem - T11, sorteio","Salto longitud fem - T11, sorteo",Women's Long Jump - T11 Draw,"Salto em distância feminino - T11, sorteio","Salto de longitud femenino - T11, sorteo",Draw,Sorteio,Sorteo
AT,W,L12,0,8,Women's Long Jump - T12,Salto em distância feminino - T12,Salto de longitud femenino - T12,Women's Long Jump - T12,Salto em distância feminino - T12,Salto de longitud femenino - T12,"","",
AT,W,L12,1,3,Women's Long Jump - T12 Final,"Salto distância fem - T12, final","Salto longitud fem - T12, final",Women's Long Jump - T12 Final,"Salto em distância feminino - T12, final","Salto de longitud femenino - T12, final",Final,Final,Final
AT,W,L12,9,3,Women's Long Jump - T12 Qualifying,"Salto distância fem - T12, classif","Salto longitud fem - T12, clasif.",Women's Long Jump - T12 Qualifying,"Salto em distância feminino - T12, classificatórias","Salto de longitud femenino - T12, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,L12,M,6,Women's Long Jump - T12 VC,"Salto distância fem - T12, premiação","Salto longitud fem - T12, cer. medallas",Women's Long Jump - T12 Victory Ceremony,"Salto em distância feminino - T12, cerimônia de premiação","Salto de longitud femenino - T12, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,L12,N,7,Women's Long Jump - T12 Draw,"Salto distância fem - T12, sorteio","Salto longitud fem - T12, sorteo",Women's Long Jump - T12 Draw,"Salto em distância feminino - T12, sorteio","Salto de longitud femenino - T12, sorteo",Draw,Sorteio,Sorteo
AT,W,L20,0,8,Women's Long Jump - T20,Salto em distância feminino - T20,Salto de longitud femenino - T20,Women's Long Jump - T20,Salto em distância feminino - T20,Salto de longitud femenino - T20,"","",
AT,W,L20,1,3,Women's Long Jump - T20 Final,"Salto distância fem - T20, final","Salto longitud fem - T20, final",Women's Long Jump - T20 Final,"Salto em distância feminino - T20, final","Salto de longitud femenino - T20, final",Final,Final,Final
AT,W,L20,9,3,Women's Long Jump - T20 Qualifying,"Salto distância fem - T20, classif","Salto longitud fem - T20, clasif.",Women's Long Jump - T20 Qualifying,"Salto em distância feminino - T20, classificatórias","Salto de longitud femenino - T20, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,L20,M,6,Women's Long Jump - T20 VC,"Salto distância fem - T20, premiação","Salto longitud fem - T20, cer. medallas",Women's Long Jump - T20 Victory Ceremony,"Salto em distância feminino - T20, cerimônia de premiação","Salto de longitud femenino - T20, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,L20,N,7,Women's Long Jump - T20 Draw,"Salto distância fem - T20, sorteio","Salto longitud fem - T20, sorteo",Women's Long Jump - T20 Draw,"Salto em distância feminino - T20, sorteio","Salto de longitud femenino - T20, sorteo",Draw,Sorteio,Sorteo
AT,W,L37,0,8,Women's Long Jump - T37,Salto em distância feminino - T37,Salto de longitud femenino - T37,Women's Long Jump - T37,Salto em distância feminino - T37,Salto de longitud femenino - T37,"","",
AT,W,L37,1,3,Women's Long Jump - T37 Final,"Salto distância fem - T37, final","Salto longitud fem - T37, final",Women's Long Jump - T37 Final,"Salto em distância feminino - T37, final","Salto de longitud femenino - T37, final",Final,Final,Final
AT,W,L37,9,3,Women's Long Jump - T37 Qualifying,"Salto distância fem - T37, classif","Salto longitud fem - T37, clasif.",Women's Long Jump - T37 Qualifying,"Salto em distância feminino - T37, classificatórias","Salto de longitud femenino - T37, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,L37,M,6,Women's Long Jump - T37 VC,"Salto distância fem - T37, premiação","Salto longitud fem - T37, cer. medallas",Women's Long Jump - T37 Victory Ceremony,"Salto em distância feminino - T37, cerimônia de premiação","Salto de longitud femenino - T37, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,L37,N,7,Women's Long Jump - T37 Draw,"Salto distância fem - T37, sorteio","Salto longitud fem - T37, sorteo",Women's Long Jump - T37 Draw,"Salto em distância feminino - T37, sorteio","Salto de longitud femenino - T37, sorteo",Draw,Sorteio,Sorteo
AT,W,L38,0,8,Women's Long Jump - T38,Salto em distância feminino - T38,Salto de longitud femenino - T38,Women's Long Jump - T38,Salto em distância feminino - T38,Salto de longitud femenino - T38,"","",
AT,W,L38,1,3,Women's Long Jump - T38 Final,"Salto distância fem - T38, final","Salto longitud fem - T38, final",Women's Long Jump - T38 Final,"Salto em distância feminino - T38, final","Salto de longitud femenino - T38, final",Final,Final,Final
AT,W,L38,9,3,Women's Long Jump - T38 Qualifying,"Salto distância fem - T38, classif","Salto longitud fem - T38, clasif.",Women's Long Jump - T38 Qualifying,"Salto em distância feminino - T38, classificatórias","Salto de longitud femenino - T38, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,L38,M,6,Women's Long Jump - T38 VC,"Salto distância fem - T38, premiação","Salto longitud fem - T38, cer. medallas",Women's Long Jump - T38 Victory Ceremony,"Salto em distância feminino - T38, cerimônia de premiação","Salto de longitud femenino - T38, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,L38,N,7,Women's Long Jump - T38 Draw,"Salto distância fem - T38, sorteio","Salto longitud fem - T38, sorteo",Women's Long Jump - T38 Draw,"Salto em distância feminino - T38, sorteio","Salto de longitud femenino - T38, sorteo",Draw,Sorteio,Sorteo
AT,W,L42,0,8,Women's Long Jump - T42,Salto em distância feminino - T42,Salto de longitud femenino - T42,Women's Long Jump - T42,Salto em distância feminino - T42,Salto de longitud femenino - T42,"","",
AT,W,L42,1,3,Women's Long Jump - T42 Final,"Salto distância fem - T42, final","Salto longitud fem - T42, final",Women's Long Jump - T42 Final,"Salto em distância feminino - T42, final","Salto de longitud femenino - T42, final",Final,Final,Final
AT,W,L42,9,3,Women's Long Jump - T42 Qualifying,"Salto distância fem - T42, classif","Salto longitud fem - T42, clasif.",Women's Long Jump - T42 Qualifying,"Salto em distância feminino - T42, classificatórias","Salto de longitud femenino - T42, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,L42,M,6,Women's Long Jump - T42 VC,"Salto distância fem - T42, premiação","Salto longitud fem - T42, cer. medallas",Women's Long Jump - T42 Victory Ceremony,"Salto em distância feminino - T42, cerimônia de premiação","Salto de longitud femenino - T42, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,L42,N,7,Women's Long Jump - T42 Draw,"Salto distância fem - T42, sorteio","Salto longitud fem - T42, sorteo",Women's Long Jump - T42 Draw,"Salto em distância feminino - T42, sorteio","Salto de longitud femenino - T42, sorteo",Draw,Sorteio,Sorteo
AT,W,L44,0,8,Women's Long Jump - T44,Salto em distância feminino - T44,Salto de longitud femenino - T44,Women's Long Jump - T44,Salto em distância feminino - T44,Salto de longitud femenino - T44,"","",
AT,W,L44,1,3,Women's Long Jump - T44 Final,"Salto distância fem - T44, final","Salto longitud fem - T44, final",Women's Long Jump - T44 Final,"Salto em distância feminino - T44, final","Salto de longitud femenino - T44, final",Final,Final,Final
AT,W,L44,9,3,Women's Long Jump - T44 Qualifying,"Salto distância fem - T44, classif","Salto longitud fem - T44, clasif.",Women's Long Jump - T44 Qualifying,"Salto em distância feminino - T44, classificatórias","Salto de longitud femenino - T44, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,L44,M,6,Women's Long Jump - T44 VC,"Salto distância fem - T44, premiação","Salto longitud fem - T44, cer. medallas",Women's Long Jump - T44 Victory Ceremony,"Salto em distância feminino - T44, cerimônia de premiação","Salto de longitud femenino - T44, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,L44,N,7,Women's Long Jump - T44 Draw,"Salto distância fem - T44, sorteio","Salto longitud fem - T44, sorteo",Women's Long Jump - T44 Draw,"Salto em distância feminino - T44, sorteio","Salto de longitud femenino - T44, sorteo",Draw,Sorteio,Sorteo
AT,W,L47,0,8,Women's Long Jump - T47,Salto em distância feminino - T47,Salto de longitud femenino - T47,Women's Long Jump - T47,Salto em distância feminino - T47,Salto de longitud femenino - T47,"","",
AT,W,L47,1,3,Women's Long Jump - T47 Final,"Salto distância fem - T47, final","Salto longitud fem - T47, final",Women's Long Jump - T47 Final,"Salto em distância feminino - T47, final","Salto de longitud femenino - T47, final",Final,Final,Final
AT,W,L47,9,3,Women's Long Jump - T47 Qualifying,"Salto distância fem - T47, classif","Salto longitud fem - T47, clasif.",Women's Long Jump - T47 Qualifying,"Salto em distância feminino - T47, classificatórias","Salto de longitud femenino - T47, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,L47,M,6,Women's Long Jump - T47 VC,"Salto distância fem-T47, premiação","Salto longitud fem - T47, cer. medallas",Women's Long Jump - T47 Victory Ceremony,"Salto em distância feminino - T47, cerimônia de premiação","Salto de longitud femenino - T47, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,L47,N,7,Women's Long Jump - T47 Draw,"Salto distância fem - T47, sorteio","Salto longitud fem - T47, sorteo",Women's Long Jump - T47 Draw,"Salto em distância feminino - T47, sorteio","Salto de longitud femenino - T47, sorteo",Draw,Sorteio,Sorteo
AT,W,M12,0,8,Women's Marathon - T12,Maratona feminina - T12,Maratón femenino - T12,Women's Marathon - T12,Maratona feminina - T12,Maratón femenino - T12,"","",
AT,W,M12,1,3,Women's Marathon - T12,Maratona feminina - T12,Maratón femenino - T12,Women's Marathon - T12,Maratona feminina - T12,Maratón femenino - T12,Final,Final,Final
AT,W,M12,M,6,Women's Marathon - T12 VC,"Maratona feminina - T12, premiação","Maratón femenino - T12, cer. medallas",Women's Marathon - T12 Victory Ceremony,"Maratona feminina - T12, cerimônia de premiação","Maratón femenino - T12, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,M12,N,7,Women's Marathon - T12 Draw,"Maratona feminina - T12, sorteio","Maratón femenino - T12, sorteo",Women's Marathon - T12 Draw,"Maratona feminina - T12, sorteio","Maratón femenino - T12, sorteo",Draw,Sorteio,Sorteo
AT,W,M54,0,8,Women's Marathon - T54,Maratona feminina - T54,Maratón femenino - T54,Women's Marathon - T54,Maratona feminina - T54,Maratón femenino - T54,"","",
AT,W,M54,1,3,Women's Marathon - T54,Maratona feminina - T54,Maratón femenino - T54,Women's Marathon - T54,Maratona feminina - T54,Maratón femenino - T54,Final,Final,Final
AT,W,M54,M,6,Women's Marathon - T54 VC,"Maratona feminina - T54, premiação","Maratón femenino - T54, cer. medallas",Women's Marathon - T54 Victory Ceremony,"Maratona feminina - T54, cerimônia de premiação","Maratón femenino - T54, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,M54,N,7,Women's Marathon - T54 Draw,"Maratona feminina - T54, sorteio","Maratón femenino - T54, sorteo",Women's Marathon - T54 Draw,"Maratona feminina - T54, sorteio","Maratón femenino - T54, sorteo",Draw,Sorteio,Sorteo
AT,W,R13,0,8,Women's 4x100m - T11-13,Revezamento 4x100m feminino - T11-13,Relevo 4x100m femenino - T11-13,Women's 4x100m - T11-13,Revezamento 4x100m feminino - T11-13,Relevo 4x100m femenino - T11-13,"","",
AT,W,R13,1,3,Women's 4x100m - T11-13 Final,"4x100m fem - T11-13, final","4x100m femenino - T11-13, final",Women's 4x100m - T11-13 Final,"Revezamento 4x100m feminino - T11-13, final","4x100m femenino - T11-13, final",Final,Final,Final
AT,W,R13,2,3,Women's 4x100m - T11-13 Semifinals,"4x100m fem - T11-13, semifinais","4x100m femenino - T11-13, semifinales",Women's 4x100m - T11-13 Semifinals,"Revezamento 4x100m feminino - T11-13, semifinais","4x100m femenino - T11-13, semifinales",Semifinals,Semifinais,Semifinales
AT,W,R13,9,3,Women's 4x100m - T11-13 Round 1,"4x100m fem - T11-13, primeira fase","4x100m femenino - T11-13, 1a ronda",Women's 4x100m - T11-13 Round 1,"Revezamento 4x100m feminino - T11-13, primeira fase","4x100m femenino - T11-13, 1a ronda",Round 1,Primeira fase,1a ronda
AT,W,R13,M,6,Women's 4x100m - T11-13 VC,"4x100m fem - T11-13, cer. premiação","4x100m femenino - T11-13, cer. medallas",Women's 4x100m - T11-13 Victory Ceremony,"Revezamento 4x100m feminino - T11-13, cerimônia de premiação ","4x100m femenino - T11-13, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,R13,N,7,Women's 4x100m - T11-13 Draw,"4x100m fem - T11-13, sorteio","4x100m femenino - T11-13, sorteo",Women's 4x100m - T11-13 Draw,"Revezamento 4x100m feminino - T11-13, sorteio","4x100m femenino - T11-13, sorteo",Draw,Sorteio,Sorteo
AT,W,R38,0,8,Women's 4x100m - T35-38,Revezamento 4x100m feminino - T35-38,Relevo 4x100m femenino - T35-38,Women's 4x100m - T35-38,Revezamento 4x100m feminino - T35-38,Relevo 4x100m femenino - T35-38,"","",
