Discipline,Gender,Event,phase,type,ENG Description,POR Description,ENG longdescription,POR longdescription,ENG phase Description,POR phase Description
TT,M,009,4,3,Men's Singles - Class 9 First Round,"Simples masc - classe 9, oitavas",Men's Singles - Class 9 First Round,"Simples masculino - classe 9, oitavas de final",First Round,Oitavas de final
TT,M,009,9,3,Men's Singles - Class 9 Preliminaries,"Simples masc - classe 9, fase de grupos",Men's Singles - Class 9 Preliminaries,"Simples masculino - classe 9, fase de grupos",Preliminaries,Fase de grupos
TT,M,009,A,3,Men's Singles - Class 9 Group A,"Simples masc - classe 9, grupo A",Men's Singles - Class 9 Group A,"Simples masculino - classe 9, grupo A",Group A,Grupo A
TT,M,009,B,3,Men's Singles - Class 9 Group B,"Simples masc - classe 9, grupo B",Men's Singles - Class 9 Group B,"Simples masculino - classe 9, grupo B",Group B,Grupo B
TT,M,009,C,3,Men's Singles - Class 9 Group C,"Simples masc - classe 9, grupo C",Men's Singles - Class 9 Group C,"Simples masculino - classe 9, grupo C",Group C,Grupo C
TT,M,009,D,3,Men's Singles - Class 9 Group D,"Simples masc - classe 9, grupo D",Men's Singles - Class 9 Group D,"Simples masculino - classe 9, grupo D",Group D,Grupo D
TT,M,009,E,3,Men's Singles - Class 9 Group E,"Simples masc - classe 9, grupo E",Men's Singles - Class 9 Group E,"Simples masculino - classe 9, grupo E",Group E,Grupo E
TT,M,009,F,3,Men's Singles - Class 9 Group F,"Simples masc - classe 9, grupo F",Men's Singles - Class 9 Group F,"Simples masculino - classe 9, grupo F",Group F,Grupo F
TT,M,009,G,3,Men's Singles - Class 9 Group G,"Simples masc - classe 9, grupo G",Men's Singles - Class 9 Group G,"Simples masculino - classe 9, grupo G",Group G,Grupo G
TT,M,009,H,3,Men's Singles - Class 9 Group H,"Simples masc - classe 9, grupo H",Men's Singles - Class 9 Group H,"Simples masculino - classe 9, grupo H",Group H,Grupo H
TT,M,009,I,3,Men's Singles - Class 9 Group I,"Simples masc - classe 9, grupo I",Men's Singles - Class 9 Group I,"Simples masculino - classe 9, grupo I",Group I,Grupo I
TT,M,009,J,3,Men's Singles - Class 9 Group J,"Simples masc - classe 9, grupo J",Men's Singles - Class 9 Group J,"Simples masculino - classe 9, grupo J",Group J,Grupo J
TT,M,009,M,6,Men's Singles- Class 9 VC,"Simples masc - classe 9, cer. premiação",Men's Singles - Class 9 Victory Ceremony,"Simples masculino - classe 9, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
TT,M,010,0,8,Men's Singles - Class 10,Simples masculino - classe 10,Men's Singles - Class 10,Simples masculino - classe 10,"",""
TT,M,010,1,3,Men's Singles - Class 10 Finals,"Simples masculino - classe 10, finais",Men's Singles - Class 10 Finals,"Simples masculino - classe 10, finais",Finals,Finais
TT,M,010,2,3,Men's Singles - Class 10 Semifinals,"Simples masc - classe 10, semifinais",Men's Singles - Class 10 Semifinals,"Simples masculino - classe 10, semifinais",Semifinals,Semifinais
TT,M,010,3,3,Men's Singles- Class 10 Quarterfinals,"Simples masc - classe 10, quartas",Men's Singles - Class 10 Quarterfinals,"Simples masculino - classe 10, quartas de final",Quarterfinals,Quartas de finais
TT,M,010,4,3,Men's Singles - Class 10 First Round,"Simples masc - classe 10, oitavas",Men's Singles - Class 10 First Round,"Simples masculino - classe 10, oitavas de final ",First Round,Oitavas de final
TT,M,010,9,3,Men's Singles- Class 10 Preliminaries,"Simples masc - classe 10, fase de grupos",Men's Singles - Class 10 Preliminaries,"Simples masculino - classe 10, fase de grupos",Preliminaries,Fase de grupos
TT,M,010,A,3,Men's Singles - Class 10 Group A,"Simples masc - classe 10, grupo A",Men's Singles - Class 10 Group A,"Simples masculino - classe 10, grupo A",Group A,Grupo A
TT,M,010,B,3,Men's Singles - Class 10 Group B,"Simples masc - classe 10, grupo B",Men's Singles - Class 10 Group B,"Simples masculino - classe 10, grupo B",Group B,Grupo B
TT,M,010,C,3,Men's Singles - Class 10 Group C,"Simples masc - classe 10, grupo C",Men's Singles - Class 10 Group C,"Simples masculino - classe 10, grupo C",Group C,Grupo C
TT,M,010,D,3,Men's Singles - Class 10 Group D,"Simples masc - classe 10, grupo D",Men's Singles - Class 10 Group D,"Simples masculino - classe 10, grupo D",Group D,Grupo D
TT,M,010,E,3,Men's Singles - Class 10 Group E,"Simples masc - classe 10, grupo E",Men's Singles - Class 10 Group E,"Simples masculino - classe 10, grupo E",Group E,Grupo E
TT,M,010,F,3,Men's Singles - Class 10 Group F,"Simples masc - classe 10, grupo F",Men's Singles - Class 10 Group F,"Simples masculino - classe 10, grupo F",Group F,Grupo F
TT,M,010,G,3,Men's Singles - Class 10 Group G,"Simples masc - classe 10, grupo G",Men's Singles - Class 10 Group G,"Simples masculino - classe 10, grupo G",Group G,Grupo G
TT,M,010,H,3,Men's Singles - Class 10 Group H,"Simples masc - classe 10, grupo H",Men's Singles - Class 10 Group H,"Simples masculino - classe 10, grupo H",Group H,Grupo H
TT,M,010,I,3,Men's Singles - Class 10 Group I,"Simples masc - classe 10, grupo I",Men's Singles - Class 10 Group I,"Simples masculino - classe 10, grupo I",Group I,Grupo I
TT,M,010,J,3,Men's Singles - Class 10 Group J,"Simples masc - classe 10, grupo J",Men's Singles - Class 10 Group J,"Simples masculino - classe 10, grupo J",Group J,Grupo J
TT,M,010,M,6,Men's Singles-Class 10 VC,"Simples masc - classe 10, cer. premiação",Men's Singles - Class 10 Victory Ceremony,"Simples masculino - classe 10, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
TT,M,011,0,8,Men's Singles - Class 11,Simples masculino - classe 11,Men's Singles - Class 11,Simples masculino - classe 11,"",""
TT,M,011,1,3,Men's Singles - Class 11 Finals,"Simples masculino - classe 11, finais",Men's Singles - Class 11 Finals,"Simples masculino - classe 11, finais",Finals,Finais
TT,M,011,2,3,Men's Singles - Class 11 Semifinals,"Simples masc - classe 11, semifinais",Men's Singles - Class 11 Semifinals,"Simples masculino - classe 11, semifinais",Semifinals,Semifinais
TT,M,011,3,3,Men's Singles - Class 11 Q-finals,"Simples masc - classe 11, quartas",Men's Singles - Class 11 Q-finals,"Simples masculino - classe 11, quartas de final ",Quarterfinals,Quartas de finais
TT,M,011,4,3,Men's Singles - Class 11 First Round,"Simples masc - classe 11, oitavas",Men's Singles - Class 11 First Round,"Simples masculino - classe 11, oitavas de final",First Round,Oitavas de final
TT,M,011,9,3,Men's Singles - Class 11 Preliminaries,"Simples masc - classe 11, fase de grupos",Men's Singles - Class 11 Preliminaries,"Simples masculino - classe 11, fase de grupos",Preliminaries,Fase de grupos
TT,M,011,A,3,Men's Singles - Class 11 Group A,"Simples masc - classe 11, grupo A",Men's Singles - Class 11 Group A,"Simples masculino - classe 11, grupo A",Group A,Grupo A
TT,M,011,B,3,Men's Singles - Class 11 Group B,"Simples masc - classe 11, grupo B",Men's Singles - Class 11 Group B,"Simples masculino - classe 11, grupo B",Group B,Grupo B
TT,M,011,C,3,Men's Singles - Class 11 Group C,"Simples masc - classe 11, grupo C",Men's Singles - Class 11 Group C,"Simples masculino - classe 11, grupo C",Group C,Grupo C
TT,M,011,D,3,Men's Singles - Class 11 Group D,"Simples masc - classe 11, grupo D",Men's Singles - Class 11 Group D,"Simples masculino - classe 11, grupo D",Group D,Grupo D
TT,M,011,E,3,Men's Singles - Class 11 Group E,"Simples masc - classe 11, grupo E",Men's Singles - Class 11 Group E,"Simples masculino - classe 11, grupo E",Group E,Grupo E
TT,M,011,F,3,Men's Singles - Class 11 Group F,"Simples masc - classe 11, grupo F",Men's Singles - Class 11 Group F,"Simples masculino - classe 11, grupo F",Group F,Grupo F
TT,M,011,M,6,Men's Singles - Class 11 VC,"Simples masc - classe 11, cer. premiação",Men's Singles - Class 11 Victory Ceremony,"Simples masculino - classe 11, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
TT,M,101,0,3,Men - Class 1,Masculino - classe 1,Men - Class 1,Simples masculino - classe 1,"",""
TT,M,102,0,3,Men - Class 2,Masculino - classe 2,Men - Class 2,Simples masculino - classe 2,"",""
TT,M,103,0,3,Men - Class 3,Masculino - classe 3,Men - Class 3,Simples masculino - classe 3,"",""
TT,M,104,0,3,Men - Class 4,Masculino - classe 4,Men - Class 4,Simples masculino - classe 4,"",""
TT,M,105,0,3,Men - Class 5,Masculino - classe 5,Men - Class 5,Simples masculino - classe 5,"",""
TT,M,106,0,3,Men - Class 6,Masculino - classe 6,Men - Class 6,Simples masculino - classe 6,"",""
TT,M,107,0,3,Men - Class 7,Masculino - classe 7,Men - Class 7,Simples masculino - classe 7,"",""
TT,M,108,0,3,Men - Class 8,Masculino - classe 8,Men - Class 8,Simples masculino - classe 8,"",""
TT,M,109,0,3,Men - Class 9,Masculino - classe 9,Men - Class 9,Simples masculino - classe 9,"",""
TT,M,110,0,3,Men - Class 10,Masculino - classe 10,Men - Class 10,Simples masculino - classe 10,"",""
TT,M,111,0,3,Men - Class 11,Masculino - classe 11,Men - Class 11,Simples masculino - classe 11,"",""
TT,M,402,0,8,Men's Team - Class 1-2,Por equipes masculino - classes 1-2,Men's Team - Class 1-2,Por equipes masculino - classes 1-2,"",""
TT,M,402,1,3,Men's Team - Class 1-2 Finals,"Por equipes masc-classes 1-2, final",Men's Team - Class 1-2 Finals,"Por equipes masculino - classes 1-2, finais",Finals,Finais
TT,M,402,2,3,Men's Team - Class 1-2 Semifinals,"Por equipes masc-classes 1-2, semifinais",Men's Team - Class 1-2 Semifinals,"Por equipes masculino - classes 1-2, semifinais",Semifinals,Semifinais
TT,M,402,3,3,Men's Team - Class 1-2 Q-finals,"Por equipes masc-classes 1-2, quartas",Men's Team - Class 1-2 Quarterfinals,"Por equipes masculino - classes 1-2, quartas de final",Quarterfinals,Quartas de finais
TT,M,402,4,3,Men's Team - Class 1-2 First Round,"Por equipes masc-classes 1-2, oitavas",Men's Team - Class 1-2 First Round,"Por equipes masculino - classes 1-2, oitavas de final",First Round,Oitavas de final
TT,M,402,9,3,Men's Team - Class 1-2 Preliminaries,"Por equipes masc-classes 1-2,fase grupos",Men's Team - Class 1-2 Preliminaries,"Por equipes masculino - classes 1-2, fase de grupos",Preliminaries,Fase de grupos
TT,M,402,M,6,Men's Team - Class 1-2 VC,"Por equipes masc-classes 1-2,premiação",Men's Team - Class 1-2 Victory Ceremony,"Por equipes masculino - classes 1-2, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
TT,M,403,0,8,Men's Team - Class 3,Por equipes masculino - classe 3,Men's Team - Class 3,Por equipes masculino - classe 3,"",""
TT,M,403,1,3,Men's Team - Class 3 Finals,"Por equipes masc-classe 3, final",Men's Team - Class 3 Finals,"Por equipes masculino - classe 3, finais",Finals,Finais
TT,M,403,2,3,Men's Team - Class 3 Semifinals,"Por equipes masc-classe 3, semifinais",Men's Team - Class 3 Semifinals,"Por equipes masculino - classe 3, disputa pelo bronze",Semifinals,Semifinais
TT,M,403,3,3,Men's Team - Class 3 Q-finals,"Por equipes masc-classe 3, quartas",Men's Team - Class 3 Quarterfinals,"Por equipes masculino - classe 3, quartas de final",Quarterfinals,Quartas de finais
TT,M,403,4,3,Men's Team - Class 3 First Round,"Por equipes masc-classe 3, oitavas",Men's Team - Class 3 First Round,"Por equipes masculino - classe 3, oitavas de final",First Round,Oitavas de final
TT,M,403,9,3,Men's Team - Class 3 Preliminaries,"Por equipes masc-classe 3, fase grupos",Men's Team - Class 3 Preliminaries,"Por equipes masculino - classe 3, fase de grupos",Preliminaries,Fase de grupos
TT,M,403,M,6,Men's Team - Class 3 VC,"Por equipes masc-classe 3, premiação",Men's Team - Class 3 Victory Ceremony,"Por equipes masculino - classe 3, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
TT,M,405,0,8,Men's Team - Class 4-5,Por equipes masculino - classes 4-5,Men's Team - Class 4-5,Por equipes masculino - classes 4-5,"",""
TT,M,405,1,3,Men's Team - Class 4-5 Finals,"Por equipes masc-classes 4-5, final",Men's Team - Class 4-5 Finals,"Por equipes masculino - classes 4-5, finais",Finals,Finais
TT,M,405,2,3,Men's Team - Class 4-5 Semifinals,"Por equipes masc-classes 4-5, semifinais",Men's Team - Class 4-5 Semifinals,"Por equipes masculino - classes 4-5, semifinais",Semifinals,Semifinais
TT,M,405,3,3,Men's Team - Class 4-5 Q-finals,"Por equipes masc-classes 4-5, quartas",Men's Team - Class 4-5 Quarterfinals,"Por equipes masculino - classes 4-5, quartas de final ",Quarterfinals,Quartas de finais
TT,M,405,4,3,Men's Team - Class 4-5 First Round,"Por equipes masc-classes 4-5, oitavas",Men's Team - Class 4-5 First Round,"Por equipes masculino - classes 4-5, oitavas de final",First Round,Oitavas de final
TT,M,405,9,3,Men's Team - Class 4-5 Preliminaries,"Por equipes masc-classes 4-5,fase grupos",Men's Team - Class 4-5 Preliminaries,"Por equipes masculino - classes 4-5, fase de grupos",Preliminaries,Fase de grupos
TT,M,405,M,6,Men's Team - Class 4-5 VC,"Por equipes masc-classes 4-5,premiação",Men's Team - Class 4-5 Victory Ceremony,"Por equipes masculino - classes 4-5, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
TT,M,408,0,8,Men's Team - Class 6-8,Por equipes masculino - classes 6-8,Men's Team - Class 6-8,Por equipes masculino - classes 6-8,"",""
TT,M,408,1,3,Men's Team - Class 6-8 Finals,"Por equipes masc-classes 6-8, final",Men's Team - Class 6-8 Finals,"Por equipes masculino - classes 6-8, finais",Finals,Finais
TT,M,408,2,3,Men's Team - Class 6-8 Semifinals,"Por equipes masc-classes 6-8, semifinais",Men's Team - Class 6-8 Semifinals,"Por equipes masculino - classes 6-8, semifinais",Semifinals,Semifinais
TT,M,408,3,3,Men's Team - Class 6-8 Q-finals,"Por equipes masc-classes 6-8, quartas",Men's Team - Class 6-8 Quarterfinals,"Por equipes masculino - classes 6-8, quartas de final",Quarterfinals,Quartas de finais
TT,M,408,4,3,Men's Team - Class 6-8 First Round,"Por equipes masc-classes 6-8, oitavas",Men's Team - Class 6-8 First Round,"Por equipes masculino - classes 6-8, oitavas de final",First Round,Oitavas de final
TT,M,408,9,3,Men's Team - Class 6-8 Preliminaries,"Por equipes masc-classes 6-8,fase grupos",Men's Team - Class 6-8 Preliminaries,"Por equipes masculino - classes 6-8, fase de grupos",Preliminaries,Fase de grupos
TT,M,408,M,6,Men's Team - Class 6-8 VC,"Por equipes masc-classes 6-8,premiação",Men's Team - Class 6-8 Victory Ceremony,"Por equipes masculino - classes 6-8, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
TT,M,410,0,8,Men's Team - Class 9-10,Por equipes masculino - classes 9-10,Men's Team - Class 9-10,Por equipes masculino - classes 9-10,"",""
TT,M,410,1,3,Men's Team - Class 9-10 Finals,"Por equipes masc-classes 9-10, final",Men's Team - Class 9-10 Finals,"Por equipes masculino - classes 9-10, finais",Finals,Finais
TT,M,410,2,3,Men's Team - Class 9-10 Semifinals,"Por equipes masc-classes 9-10,semifinais",Men's Team - Class 9-10 Semifinals,"Por equipes masculino - classes 9-10, semifinais",Semifinals,Semifinais
TT,M,410,3,3,Men's Team - Class 9-10 Q-finals,"Por equipes masc-classes 9-10, quartas",Men's Team - Class 9-10 Quarterfinals,"Por equipes masculino - classes 9-10, quartas de final ",Quarterfinals,Quartas de finais
TT,M,410,4,3,Men's Team - Class 9-10 First Round,"Por equipes masc-classes 9-10, oitavas",Men's Team - Class 9-10 First Round,"Por equipes masculino - classes 9-10, oitavas de final",First Round,Oitavas de final
TT,M,410,9,3,Men's Team - Class 9-10 Preliminaries,"Equipes masc-classes 9-10,fase grupos",Men's Team - Class 9-10 Preliminaries,"Por equipes masculino - classes 9-10, fase de grupos",Preliminaries,Fase de grupos
TT,M,410,M,6,Men's Team - Class 9-10 VC,"Por equipes masc-classes 9-10,premiação",Men's Team - Class 9-10 Victory Ceremony,"Por equipes masculino - classes 9-10, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
TT,M,A02,0,8,Men's Team - Class 1-2 Match 1,Por equipes masculino - classes 1-2,Men's Team - Class 1-2 Match 1,"Por equipes masculino - classes 1-2, jogo 1","",""
TT,M,A02,1,3,Men's Team - Class 1-2 Finals Match 1,"Por equipes masc-classes 1-2, final",Men's Team - Class 1-2 Finals Match 1,"Por equipes masculino - classes 1-2, finais, jogo 1",Finals,Finais
TT,M,A02,2,3,Men's Team - Class 1-2 Semifinals Mtch 1,"Por equipes masc-classes 1-2, semifinais",Men's Team - Class 1-2 Semifinals Match 1,"Por equipes masculino - classes 1-2, semifinais, jogo 1",Semifinals,Semifinais
TT,M,A02,3,3,Men's Team - Class 1-2 Q-finals Match 1,"Por equipes masc-classes 1-2, quartas",Men's Team - Class 1-2 Quarterfinals Match 1,"Por equipes masculino - classes 1-2, quartas de final, jogo 1",Quarterfinals,Quartas de finais
TT,M,A02,4,3,Men's Team - Class 1-2 First Round Mtch1,"Por equipes masc-classes 1-2, oitavas",Men's Team - Class 1-2 First Round Match 1,"Por equipes masculino - classes 1-2, primeira fase, jogo 1",First Round,Primeira fase
TT,M,A02,9,3,Men's Team - Class 1-2 Preliminaries M1,"Por equipes masc-classes 1-2,fase grupos",Men's Team - Class 1-2 Preliminaries Match 1,"Por equipes masculino - classes 1-2, fase preliminar, jogo 1",Preliminaries,Fase preliminar
TT,M,A03,0,8,Men's Team - Class 3 Match 1,"Por equipes masc-classe 3, final",Men's Team - Class 3 Match 1,"Por equipes masculino - classe 3, jogo 1","",""
TT,M,A03,1,3,Men's Team - Class 3 Finals Match 1,"Por equipes masc-classe 3, ouro",Men's Team - Class 3 Finals Match 1,"Por equipes masculino - classe 3, finais, jogo 1",Finals,Finais
TT,M,A03,2,3,Men's Team - Class 3 Semifinals Match 1,"Por equipes masc-classe 3, semifinal 1",Men's Team - Class 3 Semifinals Match 1,"Por equipes masculino - classe 3, semifinais, jogo 1",Semifinals,Semifinais
TT,M,A03,3,3,Men's Team - Class 3 Q-finals Match 1,"Por equipes masc-classe 3, quartas 1",Men's Team - Class 3 Quarterfinals Match 1,"Por equipes masculino - classe 3, quartas de final, jogo 1",Quarterfinals,Quartas de finais
TT,M,A03,4,3,Men's Team - Class 3 First Round Match 1,"Por equipes masc-classe 3, oitavas",Men's Team - Class 3 First Round Match 1,"Por equipes masculino - classe 3, primeira fase, jogo 1",First Round,Primeira fase
TT,M,A03,9,3,Men's Team - Class 3 Preliminaries Mtch1,"Por equipes masc-classe 3, premiação",Men's Team - Class 3 Preliminaries Match 1,"Por equipes masculino - classe 3, fase preliminar, jogo 1",Preliminaries,Fase preliminar
TT,M,A05,0,8,Men's Team - Class 4-5 Match 1,"Por equipes masc-classes 4-5, final",Men's Team - Class 4-5 Match 1,"Por equipes masculino - classes 4-5, jogo 1","",""
