Discipline,Gender,Event,phase,Eventunit,schedule,medalflag,ENG Description,POR Description,ENG longdescription,POR longdescription,Level,Order,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,POR unit Description
SW,M,326,9,01,Y,0,Men's 100m Breaststroke - SB6 Heat 1,"100m peito masculino - SB6, série 1",Men's 100m Breaststroke - SB6 Heat 1,"100m peito masculino - SB6, série 1",EventUnit,15,ATH,N,Y,Heat 1,Série 1
SW,M,326,9,02,Y,0,Men's 100m Breaststroke - SB6 Heat 2,"100m peito masculino - SB6, série 2",Men's 100m Breaststroke - SB6 Heat 2,"100m peito masculino - SB6, série 2",EventUnit,15,ATH,N,Y,Heat 2,Série 2
SW,M,326,9,03,Y,0,Men's 100m Breaststroke - SB6 Heat 3,"100m peito masculino - SB6, série 3",Men's 100m Breaststroke - SB6 Heat 3,"100m peito masculino - SB6, série 3",EventUnit,15,ATH,N,Y,Heat 3,Série 3
SW,M,326,9,04,Y,0,Men's 100m Breaststroke - SB6 Heat 4,"100m peito masculino - SB6, série 4",Men's 100m Breaststroke - SB6 Heat 4,"100m peito masculino - SB6, série 4",EventUnit,15,ATH,N,Y,Heat 4,Série 4
SW,M,326,9,05,Y,0,Men's 100m Breaststroke - SB6 Heat 5,"100m peito masculino - SB6, série 5",Men's 100m Breaststroke - SB6 Heat 5,"100m peito masculino - SB6, série 5",EventUnit,15,ATH,N,Y,Heat 5,Série 5
SW,M,326,9,06,Y,0,Men's 100m Breaststroke - SB6 Heat 6,"100m peito masculino - SB6, série 6",Men's 100m Breaststroke - SB6 Heat 6,"100m peito masculino - SB6, série 6",EventUnit,15,ATH,N,Y,Heat 6,Série 6
SW,M,326,9,07,Y,0,Men's 100m Breaststroke - SB6 Heat 7,"100m peito masculino - SB6, série 7",Men's 100m Breaststroke - SB6 Heat 7,"100m peito masculino - SB6, série 7",EventUnit,15,ATH,N,Y,Heat 7,Série 7
SW,M,326,9,08,Y,0,Men's 100m Breaststroke - SB6 Heat 8,"100m peito masculino - SB6, série 8",Men's 100m Breaststroke - SB6 Heat 8,"100m peito masculino - SB6, série 8",EventUnit,15,ATH,N,Y,Heat 8,Série 8
SW,M,326,9,09,Y,0,Men's 100m Breaststroke - SB6 Heat 9,"100m peito masculino - SB6, série 9",Men's 100m Breaststroke - SB6 Heat 9,"100m peito masculino - SB6, série 9",EventUnit,15,ATH,N,Y,Heat 9,Série 9
SW,M,326,9,10,Y,0,Men's 100m Breaststroke - SB6 Heat 10,"100m peito masculino - SB6, série 10",Men's 100m Breaststroke - SB6 Heat 10,"100m peito masculino - SB6, série 10",EventUnit,15,ATH,N,Y,Heat 10,Série 10
SW,M,326,9,50,N,0,Men's 100m Breaststroke - SB6 Hts S-off,"100m peito masc - SB6, elim, desempates",Men's 100m Breaststroke - SB6 Heats Swim-off,"100m peito masculino - SB6, eliminatórias, desempates",Phase,14,NONE,N,N,Heats Swim-off,"Eliminatórias, desempates"
SW,M,326,9,51,Y,0,Men's 100m Breaststroke-SB6 Hts S-off 1,"100m peito masc - SB6, elim, desempate 1",Men's 100m Breaststroke - SB6 Heats Swim-off 1,"100m peito masculino - SB6, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,M,326,9,52,Y,0,Men's 100m Breaststroke-SB6 Hts S-off 2,"100m peito masc - SB6, elim, desempate 2",Men's 100m Breaststroke - SB6 Heats Swim-off 2,"100m peito masculino - SB6, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,M,326,9,53,Y,0,Men's 100m Breaststroke-SB6 Hts S-off 3,"100m peito masc - SB6, elim, desempate 3",Men's 100m Breaststroke - SB6 Heats Swim-off 3,"100m peito masculino - SB6, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,M,326,M,00,Y,0,Men's 100m Breaststroke - SB6 VC,"100m peito masculino-SB6, cer. premiação",Men's 100m Breaststroke - SB6 Victory Ceremony,"100m peito masculino - SB6, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
SW,M,327,0,00,N,0,Men's 100m Breaststroke - SB7,100m peito masculino - SB7,Men's 100m Breaststroke - SB7,100m peito masculino - SB7,Event,13,NONE,N,N,"",""
SW,M,327,1,00,N,1,Men's 100m Breaststroke - SB7 Final,"100m peito masculino - SB7, final",Men's 100m Breaststroke - SB7 Final,"100m peito masculino - SB7, final",Phase,14,NONE,N,N,Final,Final
SW,M,327,1,01,Y,1,Men's 100m Breaststroke - SB7 Final,"100m peito masculino - SB7, final",Men's 100m Breaststroke - SB7 Final,"100m peito masculino - SB7, final",EventUnit,15,ATH,Y,Y,Final,Final
SW,M,327,9,00,Y,0,Men's 100m Breaststroke - SB7 Heats,"100m peito masculino - SB7,eliminatórias",Men's 100m Breaststroke - SB7 Heats,"100m peito masculino - SB7, eliminatórias",Phase,14,NONE,Y,N,Heats,Eliminatórias
SW,M,327,9,01,Y,0,Men's 100m Breaststroke - SB7 Heat 1,"100m peito masculino - SB7, série 1",Men's 100m Breaststroke - SB7 Heat 1,"100m peito masculino - SB7, série 1",EventUnit,15,ATH,N,Y,Heat 1,Série 1
SW,M,327,9,02,Y,0,Men's 100m Breaststroke - SB7 Heat 2,"100m peito masculino - SB7, série 2",Men's 100m Breaststroke - SB7 Heat 2,"100m peito masculino - SB7, série 2",EventUnit,15,ATH,N,Y,Heat 2,Série 2
SW,M,327,9,03,Y,0,Men's 100m Breaststroke - SB7 Heat 3,"100m peito masculino - SB7, série 3",Men's 100m Breaststroke - SB7 Heat 3,"100m peito masculino - SB7, série 3",EventUnit,15,ATH,N,Y,Heat 3,Série 3
SW,M,327,9,04,Y,0,Men's 100m Breaststroke - SB7 Heat 4,"100m peito masculino - SB7, série 4",Men's 100m Breaststroke - SB7 Heat 4,"100m peito masculino - SB7, série 4",EventUnit,15,ATH,N,Y,Heat 4,Série 4
SW,M,327,9,05,Y,0,Men's 100m Breaststroke - SB7 Heat 5,"100m peito masculino - SB7, série 5",Men's 100m Breaststroke - SB7 Heat 5,"100m peito masculino - SB7, série 5",EventUnit,15,ATH,N,Y,Heat 5,Série 5
SW,M,327,9,06,Y,0,Men's 100m Breaststroke - SB7 Heat 6,"100m peito masculino - SB7, série 6",Men's 100m Breaststroke - SB7 Heat 6,"100m peito masculino - SB7, série 6",EventUnit,15,ATH,N,Y,Heat 6,Série 6
SW,M,327,9,07,Y,0,Men's 100m Breaststroke - SB7 Heat 7,"100m peito masculino - SB7, série 7",Men's 100m Breaststroke - SB7 Heat 7,"100m peito masculino - SB7, série 7",EventUnit,15,ATH,N,Y,Heat 7,Série 7
SW,M,327,9,08,Y,0,Men's 100m Breaststroke - SB7 Heat 8,"100m peito masculino - SB7, série 8",Men's 100m Breaststroke - SB7 Heat 8,"100m peito masculino - SB7, série 8",EventUnit,15,ATH,N,Y,Heat 8,Série 8
SW,M,327,9,09,Y,0,Men's 100m Breaststroke - SB7 Heat 9,"100m peito masculino - SB7, série 9",Men's 100m Breaststroke - SB7 Heat 9,"100m peito masculino - SB7, série 9",EventUnit,15,ATH,N,Y,Heat 9,Série 9
SW,M,327,9,10,Y,0,Men's 100m Breaststroke - SB7 Heat 10,"100m peito masculino - SB7, série 10",Men's 100m Breaststroke - SB7 Heat 10,"100m peito masculino - SB7, série 10",EventUnit,15,ATH,N,Y,Heat 10,Série 10
SW,M,327,9,50,N,0,Men's 100m Breaststroke - SB7 Hts S-off,"100m peito masc - SB7, elim, desempates",Men's 100m Breaststroke - SB7 Heats Swim-off,"100m peito masculino - SB7, eliminatórias, desempates",Phase,14,NONE,N,N,Heats Swim-off,"Eliminatórias, desempates"
SW,M,327,9,51,Y,0,Men's 100m Breaststroke-SB7 Hts S-off 1,"100m peito masc - SB7, elim, desempate 1",Men's 100m Breaststroke - SB7 Heats Swim-off 1,"100m peito masculino - SB7, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,M,327,9,52,Y,0,Men's 100m Breaststroke-SB7 Hts S-off 2,"100m peito masc - SB7, elim, desempate 2",Men's 100m Breaststroke - SB7 Heats Swim-off 2,"100m peito masculino - SB7, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,M,327,9,53,Y,0,Men's 100m Breaststroke-SB7 Hts S-off 3,"100m peito masc - SB7, elim, desempate 3",Men's 100m Breaststroke - SB7 Heats Swim-off 3,"100m peito masculino - SB7, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Heats Swim-off 3,"Eliminatórias, desempate 2"
SW,M,327,M,00,Y,0,Men's 100m Breaststroke - SB7 VC,"100m peito masculino-SB7, cer. premiação",Men's 100m Breaststroke - SB7 Victory Ceremony,"100m peito masculino - SB7, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
SW,M,328,0,00,N,0,Men's 100m Breaststroke - SB8,100m peito masculino - SB8,Men's 100m Breaststroke - SB8,100m peito masculino - SB8,Event,13,NONE,N,N,"",""
SW,M,328,1,00,N,1,Men's 100m Breaststroke - SB8 Final,"100m peito masculino - SB8, final",Men's 100m Breaststroke - SB8 Final,"100m peito masculino - SB8, final",Phase,14,NONE,N,N,Final,Final
SW,M,328,1,01,Y,1,Men's 100m Breaststroke - SB8 Final,"100m peito masculino - SB8, final",Men's 100m Breaststroke - SB8 Final,"100m peito masculino - SB8, final",EventUnit,15,ATH,Y,Y,Final,Final
SW,M,328,9,00,Y,0,Men's 100m Breaststroke - SB8 Heats,"100m peito masculino - SB8,eliminatórias",Men's 100m Breaststroke - SB8 Heats,"100m peito masculino - SB8, eliminatórias",Phase,14,NONE,Y,N,Heats,Eliminatórias
SW,M,328,9,01,Y,0,Men's 100m Breaststroke - SB8 Heat 1,"100m peito masculino - SB8, série 1",Men's 100m Breaststroke - SB8 Heat 1,"100m peito masculino - SB8, série 1",EventUnit,15,ATH,N,Y,Heat 1,Série 1
SW,M,328,9,02,Y,0,Men's 100m Breaststroke - SB8 Heat 2,"100m peito masculino - SB8, série 2",Men's 100m Breaststroke - SB8 Heat 2,"100m peito masculino - SB8, série 2",EventUnit,15,ATH,N,Y,Heat 2,Série 2
SW,M,328,9,03,Y,0,Men's 100m Breaststroke - SB8 Heat 3,"100m peito masculino - SB8, série 3",Men's 100m Breaststroke - SB8 Heat 3,"100m peito masculino - SB8, série 3",EventUnit,15,ATH,N,Y,Heat 3,Série 3
SW,M,328,9,04,Y,0,Men's 100m Breaststroke - SB8 Heat 4,"100m peito masculino - SB8, série 4",Men's 100m Breaststroke - SB8 Heat 4,"100m peito masculino - SB8, série 4",EventUnit,15,ATH,N,Y,Heat 4,Série 4
SW,M,328,9,05,Y,0,Men's 100m Breaststroke - SB8 Heat 5,"100m peito masculino - SB8, série 5",Men's 100m Breaststroke - SB8 Heat 5,"100m peito masculino - SB8, série 5",EventUnit,15,ATH,N,Y,Heat 5,Série 5
SW,M,328,9,06,Y,0,Men's 100m Breaststroke - SB8 Heat 6,"100m peito masculino - SB8, série 6",Men's 100m Breaststroke - SB8 Heat 6,"100m peito masculino - SB8, série 6",EventUnit,15,ATH,N,Y,Heat 6,Série 6
SW,M,328,9,07,Y,0,Men's 100m Breaststroke - SB8 Heat 7,"100m peito masculino - SB8, série 7",Men's 100m Breaststroke - SB8 Heat 7,"100m peito masculino - SB8, série 7",EventUnit,15,ATH,N,Y,Heat 7,Série 7
SW,M,328,9,08,Y,0,Men's 100m Breaststroke - SB8 Heat 8,"100m peito masculino - SB8, série 8",Men's 100m Breaststroke - SB8 Heat 8,"100m peito masculino - SB8, série 8",EventUnit,15,ATH,N,Y,Heat 8,Série 8
SW,M,328,9,09,Y,0,Men's 100m Breaststroke - SB8 Heat 9,"100m peito masculino - SB8, série 9",Men's 100m Breaststroke - SB8 Heat 9,"100m peito masculino - SB8, série 9",EventUnit,15,ATH,N,Y,Heat 9,Série 9
SW,M,328,9,10,Y,0,Men's 100m Breaststroke - SB8 Heat 10,"100m peito masculino - SB8, série 10",Men's 100m Breaststroke - SB8 Heat 10,"100m peito masculino - SB8, série 10",EventUnit,15,ATH,N,Y,Heat 10,Série 10
SW,M,328,9,50,N,0,Men's 100m Breaststroke - SB8 Hts S-off,"100m peito masc - SB8, elim, desempates",Men's 100m Breaststroke - SB8 Heats Swim-off,"100m peito masculino - SB8, eliminatórias, desempates",Phase,14,NONE,N,N,Heats Swim-off,"Eliminatórias, desempates"
SW,M,328,9,51,Y,0,Men's 100m Breaststroke-SB8 Hts S-off 1,"100m peito masc - SB8, elim, desempate 1",Men's 100m Breaststroke - SB8 Heats Swim-off 1,"100m peito masculino - SB8, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,M,328,9,52,Y,0,Men's 100m Breaststroke-SB8 Hts S-off 2,"100m peito masc - SB8, elim, desempate 2",Men's 100m Breaststroke - SB8 Heats Swim-off 2,"100m peito masculino - SB8, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,M,328,9,53,Y,0,Men's 100m Breaststroke-SB8 Hts S-off 3,"100m peito masc - SB8, elim, desempate 3",Men's 100m Breaststroke - SB8 Heats Swim-off 3,"100m peito masculino - SB8, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,M,328,M,00,Y,0,Men's 100m Breaststroke - SB8 VC,"100m peito masculino-SB8, cer. premiação",Men's 100m Breaststroke - SB8 Victory Ceremony,"100m peito masculino - SB8, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
SW,M,329,0,00,N,0,Men's 100m Breaststroke - SB9,100m peito masculino - SB9,Men's 100m Breaststroke - SB9,100m peito masculino - SB9,Event,13,NONE,N,N,"",""
SW,M,329,1,00,N,1,Men's 100m Breaststroke - SB9 Final,"100m peito masculino - SB9, final",Men's 100m Breaststroke - SB9 Final,"100m peito masculino - SB9, final",Phase,14,NONE,N,N,Final,Final
SW,M,329,1,01,Y,1,Men's 100m Breaststroke - SB9 Final,"100m peito masculino - SB9, final",Men's 100m Breaststroke - SB9 Final,"100m peito masculino - SB9, final",EventUnit,15,ATH,Y,Y,Final,Final
SW,M,329,9,00,Y,0,Men's 100m Breaststroke - SB9 Heats,"100m peito masculino - SB9,eliminatórias",Men's 100m Breaststroke - SB9 Heats,"100m peito masculino - SB9, eliminatórias",Phase,14,NONE,Y,N,Heats,Eliminatórias
SW,M,329,9,01,Y,0,Men's 100m Breaststroke - SB9 Heat 1,"100m peito masculino - SB9, série 1",Men's 100m Breaststroke - SB9 Heat 1,"100m peito masculino - SB9, série 1",EventUnit,15,ATH,N,Y,Heat 1,Série 1
SW,M,329,9,02,Y,0,Men's 100m Breaststroke - SB9 Heat 2,"100m peito masculino - SB9, série 2",Men's 100m Breaststroke - SB9 Heat 2,"100m peito masculino - SB9, série 2",EventUnit,15,ATH,N,Y,Heat 2,Série 2
SW,M,329,9,03,Y,0,Men's 100m Breaststroke - SB9 Heat 3,"100m peito masculino - SB9, série 3",Men's 100m Breaststroke - SB9 Heat 3,"100m peito masculino - SB9, série 3",EventUnit,15,ATH,N,Y,Heat 3,Série 3
SW,M,329,9,04,Y,0,Men's 100m Breaststroke - SB9 Heat 4,"100m peito masculino - SB9, série 4",Men's 100m Breaststroke - SB9 Heat 4,"100m peito masculino - SB9, série 4",EventUnit,15,ATH,N,Y,Heat 4,Série 4
SW,M,329,9,05,Y,0,Men's 100m Breaststroke - SB9 Heat 5,"100m peito masculino - SB9, série 5",Men's 100m Breaststroke - SB9 Heat 5,"100m peito masculino - SB9, série 5",EventUnit,15,ATH,N,Y,Heat 5,Série 5
SW,M,329,9,06,Y,0,Men's 100m Breaststroke - SB9 Heat 6,"100m peito masculino - SB9, série 6",Men's 100m Breaststroke - SB9 Heat 6,"100m peito masculino - SB9, série 6",EventUnit,15,ATH,N,Y,Heat 6,Série 6
SW,M,329,9,07,Y,0,Men's 100m Breaststroke - SB9 Heat 7,"100m peito masculino - SB9, série 7",Men's 100m Breaststroke - SB9 Heat 7,"100m peito masculino - SB9, série 7",EventUnit,15,ATH,N,Y,Heat 7,Série 7
SW,M,329,9,08,Y,0,Men's 100m Breaststroke - SB9 Heat 8,"100m peito masculino - SB9, série 8",Men's 100m Breaststroke - SB9 Heat 8,"100m peito masculino - SB9, série 8",EventUnit,15,ATH,N,Y,Heat 8,Série 8
SW,M,329,9,09,Y,0,Men's 100m Breaststroke - SB9 Heat 9,"100m peito masculino - SB9, série 9",Men's 100m Breaststroke - SB9 Heat 9,"100m peito masculino - SB9, série 9",EventUnit,15,ATH,N,Y,Heat 9,Série 9
SW,M,329,9,10,Y,0,Men's 100m Breaststroke - SB9 Heat 10,"100m peito masculino - SB9, série 10",Men's 100m Breaststroke - SB9 Heat 10,"100m peito masculino - SB9, série 10",EventUnit,15,ATH,N,Y,Heat 10,Série 10
SW,M,329,9,50,N,0,Men's 100m Breaststroke - SB9 Hts S-off,"100m peito masc - SB9, elim, desempates",Men's 100m Breaststroke - SB9 Heats Swim-off,"100m peito masculino - SB9, eliminatórias, desempates",Phase,14,NONE,N,N,Heats Swim-off,"Eliminatórias, desempates"
SW,M,329,9,51,Y,0,Men's 100m Breaststroke-SB9 Hts S-off 1,"100m peito masc - SB9, elim, desempate 1",Men's 100m Breaststroke - SB9 Heats Swim-off 1,"100m peito masculino - SB9, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,M,329,9,52,Y,0,Men's 100m Breaststroke-SB9 Hts S-off 2,"100m peito masc - SB9, elim, desempate 2",Men's 100m Breaststroke - SB9 Heats Swim-off 2,"100m peito masculino - SB9, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,M,329,9,53,Y,0,Men's 100m Breaststroke-SB9 Hts S-off 3,"100m peito masc - SB9, elim, desempate 3",Men's 100m Breaststroke - SB9 Heats Swim-off 3,"100m peito masculino - SB9, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,M,329,M,00,Y,0,Men's 100m Breaststroke - SB9 VC,"100m peito masculino-SB9, cer. premiação",Men's 100m Breaststroke - SB9 Victory Ceremony,"100m peito masculino - SB9, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
SW,M,331,0,00,N,0,Men's 100m Breaststroke - SB11,100m peito masculino - SB11,Men's 100m Breaststroke - SB11,100m peito masculino - SB11,Event,13,NONE,N,N,"",""
SW,M,331,1,00,N,1,Men's 100m Breaststroke - SB11 Final,"100m peito masculino - SB11, final",Men's 100m Breaststroke - SB11 Final,"100m peito masculino - SB11, final",Phase,14,NONE,N,N,Final,Final
SW,M,331,1,01,Y,1,Men's 100m Breaststroke - SB11 Final,"100m peito masculino - SB11, final",Men's 100m Breaststroke - SB11 Final,"100m peito masculino - SB11, final",EventUnit,15,ATH,Y,Y,Final,Final
SW,M,331,9,00,Y,0,Men's 100m Breaststroke - SB11 Heats,"100m peito masculino-SB11, eliminatórias",Men's 100m Breaststroke - SB11 Heats,"100m peito masculino - SB11, eliminatórias",Phase,14,NONE,Y,N,Heats,Eliminatórias
SW,M,331,9,01,Y,0,Men's 100m Breaststroke - SB11 Heat 1,"100m peito masculino - SB11, série 1",Men's 100m Breaststroke - SB11 Heat 1,"100m peito masculino - SB11, série 1",EventUnit,15,ATH,N,Y,Heat 1,Série 1
SW,M,331,9,02,Y,0,Men's 100m Breaststroke - SB11 Heat 2,"100m peito masculino - SB11, série 2",Men's 100m Breaststroke - SB11 Heat 2,"100m peito masculino - SB11, série 2",EventUnit,15,ATH,N,Y,Heat 2,Série 2
SW,M,331,9,03,Y,0,Men's 100m Breaststroke - SB11 Heat 3,"100m peito masculino - SB11, série 3",Men's 100m Breaststroke - SB11 Heat 3,"100m peito masculino - SB11, série 3",EventUnit,15,ATH,N,Y,Heat 3,Série 3
SW,M,331,9,04,Y,0,Men's 100m Breaststroke - SB11 Heat 4,"100m peito masculino - SB11, série 4",Men's 100m Breaststroke - SB11 Heat 4,"100m peito masculino - SB11, série 4",EventUnit,15,ATH,N,Y,Heat 4,Série 4
SW,M,331,9,05,Y,0,Men's 100m Breaststroke - SB11 Heat 5,"100m peito masculino - SB11, série 5",Men's 100m Breaststroke - SB11 Heat 5,"100m peito masculino - SB11, série 5",EventUnit,15,ATH,N,Y,Heat 5,Série 5
SW,M,331,9,06,Y,0,Men's 100m Breaststroke - SB11 Heat 6,"100m peito masculino - SB11, série 6",Men's 100m Breaststroke - SB11 Heat 6,"100m peito masculino - SB11, série 6",EventUnit,15,ATH,N,Y,Heat 6,Série 6
SW,M,331,9,07,Y,0,Men's 100m Breaststroke - SB11 Heat 7,"100m peito masculino - SB11, série 7",Men's 100m Breaststroke - SB11 Heat 7,"100m peito masculino - SB11, série 7",EventUnit,15,ATH,N,Y,Heat 7,Série 7
SW,M,331,9,08,Y,0,Men's 100m Breaststroke - SB11 Heat 8,"100m peito masculino - SB11, série 8",Men's 100m Breaststroke - SB11 Heat 8,"100m peito masculino - SB11, série 8",EventUnit,15,ATH,N,Y,Heat 8,Série 8
SW,M,331,9,09,Y,0,Men's 100m Breaststroke - SB11 Heat 9,"100m peito masculino - SB11, série 9",Men's 100m Breaststroke - SB11 Heat 9,"100m peito masculino - SB11, série 9",EventUnit,15,ATH,N,Y,Heat 9,Série 9
SW,M,331,9,10,Y,0,Men's 100m Breaststroke - SB11 Heat 10,"100m peito masculino - SB11, série 10",Men's 100m Breaststroke - SB11 Heat 10,"100m peito masculino - SB11, série 10",EventUnit,15,ATH,N,Y,Heat 10,Série 10
SW,M,331,9,50,N,0,Men's 100m Breaststroke - SB11 Hts S-off,"100m peito masc - SB11, elim, desempates",Men's 100m Breaststroke - SB11 Heats Swim-off,"100m peito masculino - SB11, eliminatórias, desempates",Phase,14,NONE,N,N,Heats Swim-off,"Eliminatórias, desempates"
SW,M,331,9,51,Y,0,Men's 100m Breaststroke-SB11 Hts S-off 1,"100m peito masc-SB11, elim, desempate 1",Men's 100m Breaststroke - SB11 Heats Swim-off 1,"100m peito masculino - SB11, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,M,331,9,52,Y,0,Men's 100m Breaststroke-SB11 Hts S-off 2,"100m peito masc-SB11, elim, desempate 2",Men's 100m Breaststroke - SB11 Heats Swim-off 2,"100m peito masculino - SB11, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,M,331,9,53,Y,0,Men's 100m Breaststroke-SB11 Hts S-off 3,"100m peito masc-SB11, elim, desempate 3",Men's 100m Breaststroke - SB11 Heats Swim-off 3,"100m peito masculino - SB11, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,M,331,M,00,Y,0,Men's 100m Breaststroke-SB11 VC,"100m peito masculino-SB11,cer. premiação",Men's 100m Breaststroke - SB11 Victory Ceremony,"100m peito masculino - SB11, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
SW,M,332,0,00,N,0,Men's 100m Breaststroke - SB12,100m peito masculino - SB12,Men's 100m Breaststroke - SB12,100m peito masculino - SB12,Event,13,NONE,N,N,"",""
SW,M,332,1,00,N,1,Men's 100m Breaststroke - SB12 Final,"100m peito masculino - SB12, final",Men's 100m Breaststroke - SB12 Final,"100m peito masculino - SB12, final",Phase,14,NONE,N,N,Final,Final
SW,M,332,1,01,Y,1,Men's 100m Breaststroke - SB12 Final,"100m peito masculino - SB12, final",Men's 100m Breaststroke - SB12 Final,"100m peito masculino - SB12, final",EventUnit,15,ATH,Y,Y,Final,Final
SW,M,332,9,00,Y,0,Men's 100m Breaststroke - SB12 Heats,"100m peito masculino-SB12, eliminatórias",Men's 100m Breaststroke - SB12 Heats,"100m peito masculino - SB12, eliminatórias",Phase,14,NONE,Y,N,Heats,Eliminatórias
SW,M,332,9,01,Y,0,Men's 100m Breaststroke - SB12 Heat 1,"100m peito masculino - SB12, série 1",Men's 100m Breaststroke - SB12 Heat 1,"100m peito masculino - SB12, série 1",EventUnit,15,ATH,N,Y,Heat 1,Série 1
SW,M,332,9,02,Y,0,Men's 100m Breaststroke - SB12 Heat 2,"100m peito masculino - SB12, série 2",Men's 100m Breaststroke - SB12 Heat 2,"100m peito masculino - SB12, série 2",EventUnit,15,ATH,N,Y,Heat 2,Série 2
SW,M,332,9,03,Y,0,Men's 100m Breaststroke - SB12 Heat 3,"100m peito masculino - SB12, série 3",Men's 100m Breaststroke - SB12 Heat 3,"100m peito masculino - SB12, série 3",EventUnit,15,ATH,N,Y,Heat 3,Série 3
SW,M,332,9,04,Y,0,Men's 100m Breaststroke - SB12 Heat 4,"100m peito masculino - SB12, série 4",Men's 100m Breaststroke - SB12 Heat 4,"100m peito masculino - SB12, série 4",EventUnit,15,ATH,N,Y,Heat 4,Série 4
SW,M,332,9,05,Y,0,Men's 100m Breaststroke - SB12 Heat 5,"100m peito masculino - SB12, série 5",Men's 100m Breaststroke - SB12 Heat 5,"100m peito masculino - SB12, série 5",EventUnit,15,ATH,N,Y,Heat 5,Série 5
SW,M,332,9,06,Y,0,Men's 100m Breaststroke - SB12 Heat 6,"100m peito masculino - SB12, série 6",Men's 100m Breaststroke - SB12 Heat 6,"100m peito masculino - SB12, série 6",EventUnit,15,ATH,N,Y,Heat 6,Série 6
SW,M,332,9,07,Y,0,Men's 100m Breaststroke - SB12 Heat 7,"100m peito masculino - SB12, série 7",Men's 100m Breaststroke - SB12 Heat 7,"100m peito masculino - SB12, série 7",EventUnit,15,ATH,N,Y,Heat 7,Série 7
SW,M,332,9,08,Y,0,Men's 100m Breaststroke - SB12 Heat 8,"100m peito masculino - SB12, série 8",Men's 100m Breaststroke - SB12 Heat 8,"100m peito masculino - SB12, série 8",EventUnit,15,ATH,N,Y,Heat 8,Série 8
SW,M,332,9,09,Y,0,Men's 100m Breaststroke - SB12 Heat 9,"100m peito masculino - SB12, série 9",Men's 100m Breaststroke - SB12 Heat 9,"100m peito masculino - SB12, série 9",EventUnit,15,ATH,N,Y,Heat 9,Série 9
SW,M,332,9,10,Y,0,Men's 100m Breaststroke - SB12 Heat 10,"100m peito masculino - SB12, série 10",Men's 100m Breaststroke - SB12 Heat 10,"100m peito masculino - SB12, série 10",EventUnit,15,ATH,N,Y,Heat 10,Série 10
SW,M,332,9,50,N,0,Men's 100m Breaststroke - SB12 Hts S-off,"100m peito masc - SB12, elim, desempates",Men's 100m Breaststroke - SB12 Heats Swim-off,"100m peito masculino - SB12, eliminatórias, desempates",Phase,14,NONE,N,N,Heats Swim-off,"Eliminatórias, desempates"
SW,M,332,9,51,Y,0,Men's 100m Breaststroke-SB12 Hts S-off 1,"100m peito masc-SB12, elim, desempate 1",Men's 100m Breaststroke - SB12 Heats Swim-off 1,"100m peito masculino - SB12, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,M,332,9,52,Y,0,Men's 100m Breaststroke-SB12 Hts S-off 2,"100m peito masc-SB12, elim, desempate 2",Men's 100m Breaststroke - SB12 Heats Swim-off 2,"100m peito masculino - SB12, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Heats Swim-off 2,"Eliminatórias, desempate 2"
